*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
 1590 MHz |  548 | -67 dBm | -30 dBm | Pass
 1600 MHz | 1206 | -67 dBm | -30 dBm | Pass
 1610 MHz |  168 | -67 dBm | -30 dBm | fbf_2
 1620 MHz | 1213 | -67 dBm | -30 dBm | Pass
 1630 MHz |  630 | -67 dBm | -30 dBm | Pass
 1640 MHz |  922 | -67 dBm | -30 dBm | Pass
 1650 MHz |  904 | -67 dBm | -30 dBm | Pass
 1660 MHz | 1301 | -67 dBm | -30 dBm | Pass
 1670 MHz | 1000 | -67 dBm | -30 dBm | Pass
 1680 MHz | 1490 | -67 dBm | -30 dBm | Pass
 1690 MHz | 1390 | -67 dBm | -30 dBm | Pass
 1700 MHz |  221 | -67 dBm | -30 dBm | fbf_2
 1710 MHz |  771 | -67 dBm | -30 dBm | Pass
 1720 MHz |  781 | -67 dBm | -30 dBm | Pass
 1730 MHz |  830 | -67 dBm | -30 dBm | Pass
 1740 MHz |  833 | -67 dBm | -30 dBm | Pass
 1750 MHz | 1049 | -67 dBm | -30 dBm | Pass
 1760 MHz |  920 | -67 dBm | -30 dBm | Pass
 1770 MHz |  454 | -67 dBm | -30 dBm | fbf_2
 1780 MHz | 1345 | -67 dBm | -30 dBm | Pass
 1790 MHz |  702 | -67 dBm | -30 dBm | Pass
 1800 MHz |  127 | -67 dBm | -30 dBm | fbf_2
 1810 MHz |  782 | -67 dBm | -30 dBm | Pass
 1820 MHz | 1191 | -67 dBm | -30 dBm | Pass
 1830 MHz |  680 | -67 dBm | -30 dBm | Pass
 1840 MHz |   90 | -67 dBm | -30 dBm | fbf_1
 1850 MHz |  602 | -67 dBm | -30 dBm | Pass
 1860 MHz | 1128 | -67 dBm | -30 dBm | Pass
 1870 MHz |  741 | -67 dBm | -30 dBm | Pass
 1880 MHz |  864 | -67 dBm | -30 dBm | Pass
 1890 MHz |  510 | -67 dBm | -30 dBm | Pass
 1900 MHz |  300 | -67 dBm | -30 dBm | fbf_1
 1910 MHz |  933 | -67 dBm | -30 dBm | Pass
 1920 MHz |  454 | -67 dBm | -30 dBm | fbf_2
 1930 MHz | 1121 | -67 dBm | -30 dBm | Pass
 1940 MHz | 1253 | -67 dBm | -30 dBm | Pass
 1950 MHz |  387 | -67 dBm | -30 dBm | fbf_2
 1960 MHz | 1228 | -67 dBm | -30 dBm | Pass
 1970 MHz |  358 | -67 dBm | -30 dBm | fbf_1
 1980 MHz |  370 | -67 dBm | -30 dBm | fbf_1
 1990 MHz |  673 | -67 dBm | -30 dBm | Pass
 2000 MHz |   39 | -67 dBm | -30 dBm | fbf_1
 2003 MHz | 1296 | -67 dBm | -35 dBm | Pass
 2006 MHz |  714 | -67 dBm | -35 dBm | Pass
 2009 MHz |  352 | -67 dBm | -35 dBm | fbf_1
 2012 MHz | 1006 | -67 dBm | -35 dBm | Pass
 2015 MHz |  524 | -67 dBm | -35 dBm | Pass
 2018 MHz |  283 | -67 dBm | -35 dBm | fbf_1
 2021 MHz | 1378 | -67 dBm | -35 dBm | Pass
 2024 MHz | 1396 | -67 dBm | -35 dBm | Pass
 2027 MHz |  759 | -67 dBm | -35 dBm | Pass
 2030 MHz | 1499 | -67 dBm | -35 dBm | Pass
 2033 MHz |  749 | -67 dBm | -35 dBm | Pass
 2036 MHz |  241 | -67 dBm | -35 dBm | fbf_2
 2039 MHz |  189 | -67 dBm | -35 dBm | fbf_1
 2042 MHz |  186 | -67 dBm | -35 dBm | fbf_1
 2045 MHz |  119 | -67 dBm | -35 dBm | fbf_1
 2048 MHz |  981 | -67 dBm | -35 dBm | Pass
 2051 MHz |  521 | -67 dBm | -35 dBm | Pass
 2054 MHz |  269 | -67 dBm | -35 dBm | fbf_2
 2057 MHz |  124 | -67 dBm | -35 dBm | fbf_2
 2060 MHz |  637 | -67 dBm | -35 dBm | Pass
 2063 MHz |  359 | -67 dBm | -35 dBm | fbf_2
 2066 MHz |  963 | -67 dBm | -35 dBm | Pass
 2069 MHz |  568 | -67 dBm | -35 dBm | Pass
 2072 MHz | 1223 | -67 dBm | -35 dBm | Pass
 2075 MHz |  802 | -67 dBm | -35 dBm | Pass
 2078 MHz | 1021 | -67 dBm | -35 dBm | Pass
 2081 MHz | 1228 | -67 dBm | -35 dBm | Pass
 2084 MHz | 1247 | -67 dBm | -35 dBm | Pass
 2087 MHz |  817 | -67 dBm | -35 dBm | Pass
 2090 MHz | 1046 | -67 dBm | -35 dBm | Pass
 2093 MHz |  854 | -67 dBm | -35 dBm | Pass
 2096 MHz |  389 | -67 dBm | -35 dBm | fbf_2
 2099 MHz |  266 | -67 dBm | -35 dBm | fbf_2
 2102 MHz |  595 | -67 dBm | -35 dBm | Pass
 2105 MHz |  755 | -67 dBm | -35 dBm | Pass
 2108 MHz |  777 | -67 dBm | -35 dBm | Pass
 2111 MHz | 1184 | -67 dBm | -35 dBm | Pass
 2114 MHz |  688 | -67 dBm | -35 dBm | Pass
 2117 MHz | 1396 | -67 dBm | -35 dBm | Pass
 2120 MHz |  847 | -67 dBm | -35 dBm | Pass
 2123 MHz |  922 | -67 dBm | -35 dBm | Pass
 2126 MHz | 1387 | -67 dBm | -35 dBm | Pass
 2129 MHz |  553 | -67 dBm | -35 dBm | Pass
 2132 MHz | 1103 | -67 dBm | -35 dBm | Pass
 2135 MHz | 1349 | -67 dBm | -35 dBm | Pass
 2138 MHz |  836 | -67 dBm | -35 dBm | Pass
 2141 MHz |  688 | -67 dBm | -35 dBm | Pass
 2144 MHz | 1393 | -67 dBm | -35 dBm | Pass
 2147 MHz |  940 | -67 dBm | -35 dBm | Pass
 2150 MHz |  312 | -67 dBm | -35 dBm | fbf_2
 2153 MHz | 1188 | -67 dBm | -35 dBm | Pass
 2156 MHz | 1428 | -67 dBm | -35 dBm | Pass
 2159 MHz | 1366 | -67 dBm | -35 dBm | Pass
 2162 MHz | 1391 | -67 dBm | -35 dBm | Pass
 2165 MHz |  345 | -67 dBm | -35 dBm | fbf_1
 2168 MHz | 1429 | -67 dBm | -35 dBm | Pass
 2171 MHz |  868 | -67 dBm | -35 dBm | Pass
 2174 MHz | 1353 | -67 dBm | -35 dBm | Pass
 2177 MHz |  811 | -67 dBm | -35 dBm | Pass
 2180 MHz | 1074 | -67 dBm | -35 dBm | Pass
 2183 MHz |  451 | -67 dBm | -35 dBm | fbf_1
 2186 MHz |  289 | -67 dBm | -35 dBm | fbf_1
 2189 MHz |  112 | -67 dBm | -35 dBm | fbf_1
 2192 MHz | 1219 | -67 dBm | -35 dBm | Pass
 2195 MHz | 1343 | -67 dBm | -35 dBm | Pass
 2198 MHz | 1330 | -67 dBm | -35 dBm | Pass
 2201 MHz |  892 | -67 dBm | -35 dBm | Pass
 2204 MHz |  241 | -67 dBm | -35 dBm | fbf_2
 2207 MHz |  542 | -67 dBm | -35 dBm | Pass
 2210 MHz |  657 | -67 dBm | -35 dBm | Pass
 2213 MHz |  472 | -67 dBm | -35 dBm | Pass
 2216 MHz |  416 | -67 dBm | -35 dBm | fbf_1
 2219 MHz |  894 | -67 dBm | -35 dBm | Pass
 2222 MHz |  252 | -67 dBm | -35 dBm | fbf_1
 2225 MHz |  439 | -67 dBm | -35 dBm | fbf_1
 2228 MHz |  505 | -67 dBm | -35 dBm | Pass
 2231 MHz |  100 | -67 dBm | -35 dBm | fbf_1
 2234 MHz | 1035 | -67 dBm | -35 dBm | Pass
 2237 MHz | 1077 | -67 dBm | -35 dBm | Pass
 2240 MHz |  909 | -67 dBm | -35 dBm | Pass
 2243 MHz |  326 | -67 dBm | -35 dBm | fbf_1
 2246 MHz |  542 | -67 dBm | -35 dBm | Pass
 2249 MHz | 1037 | -67 dBm | -35 dBm | Pass
 2252 MHz |  466 | -67 dBm | -35 dBm | Pass
 2255 MHz |  576 | -67 dBm | -35 dBm | Pass
 2258 MHz | 1091 | -67 dBm | -35 dBm | Pass
 2261 MHz | 1481 | -67 dBm | -35 dBm | Pass
 2264 MHz | 1125 | -67 dBm | -35 dBm | Pass
 2267 MHz | 1210 | -67 dBm | -35 dBm | Pass
 2270 MHz |   43 | -67 dBm | -35 dBm | fbf_1
 2273 MHz | 1356 | -67 dBm | -35 dBm | Pass
 2276 MHz | 1095 | -67 dBm | -35 dBm | Pass
 2279 MHz | 1145 | -67 dBm | -35 dBm | Pass
 2282 MHz |  155 | -67 dBm | -35 dBm | fbf_1
 2285 MHz |  696 | -67 dBm | -35 dBm | Pass
 2288 MHz | 1351 | -67 dBm | -35 dBm | Pass
 2291 MHz |  816 | -67 dBm | -35 dBm | Pass
 2294 MHz |  131 | -67 dBm | -35 dBm | fbf_2
 2297 MHz |  360 | -67 dBm | -35 dBm | fbf_2
 2300 MHz |  375 | -67 dBm | -35 dBm | fbf_1
 2303 MHz |  906 | -67 dBm | -35 dBm | Pass
 2306 MHz |  137 | -67 dBm | -35 dBm | fbf_1
 2309 MHz |  681 | -67 dBm | -35 dBm | Pass
 2312 MHz |  421 | -67 dBm | -35 dBm | fbf_2
 2315 MHz |  484 | -67 dBm | -35 dBm | Pass
 2318 MHz |  419 | -67 dBm | -35 dBm | fbf_1
 2321 MHz |  458 | -67 dBm | -35 dBm | fbf_1
 2324 MHz |  638 | -67 dBm | -35 dBm | Pass
 2327 MHz |  733 | -67 dBm | -35 dBm | Pass
 2330 MHz | 1178 | -67 dBm | -35 dBm | Pass
 2333 MHz | 1444 | -67 dBm | -35 dBm | Pass
 2336 MHz | 1177 | -67 dBm | -35 dBm | Pass
 2339 MHz |  312 | -67 dBm | -35 dBm | fbf_1
 2342 MHz |  970 | -67 dBm | -35 dBm | Pass
 2345 MHz |  705 | -67 dBm | -35 dBm | Pass
 2348 MHz | 1132 | -67 dBm | -35 dBm | Pass
 2351 MHz | 1010 | -67 dBm | -35 dBm | Pass
 2354 MHz |  442 | -67 dBm | -35 dBm | fbf_2
 2357 MHz |  678 | -67 dBm | -35 dBm | Pass
 2360 MHz | 1213 | -67 dBm | -35 dBm | Pass
 2363 MHz |  702 | -67 dBm | -35 dBm | Pass
 2366 MHz |   85 | -67 dBm | -35 dBm | fbf_1
 2369 MHz | 1321 | -67 dBm | -35 dBm | Pass
 2372 MHz | 1436 | -67 dBm | -35 dBm | Pass
 2375 MHz |  315 | -67 dBm | -35 dBm | fbf_2
 2378 MHz | 1493 | -67 dBm | -35 dBm | Pass
 2381 MHz | 1217 | -67 dBm | -35 dBm | Pass
 2384 MHz | 1149 | -67 dBm | -35 dBm | Pass
 2387 MHz |  476 | -67 dBm | -35 dBm | Pass
 2390 MHz |  308 | -67 dBm | -35 dBm | fbf_1
 2393 MHz |  352 | -67 dBm | -35 dBm | fbf_1
 2396 MHz |  533 | -67 dBm | -35 dBm | Pass
 2399 MHz |  360 | -67 dBm | -35 dBm | fbf_1
 2484 MHz |  978 | -67 dBm | -35 dBm | Pass
 2487 MHz |  277 | -67 dBm | -35 dBm | fbf_1
 2490 MHz | 1341 | -67 dBm | -35 dBm | Pass
 2493 MHz |  898 | -67 dBm | -35 dBm | Pass
 2496 MHz | 1408 | -67 dBm | -35 dBm | Pass
 2499 MHz | 1221 | -67 dBm | -35 dBm | Pass
 2502 MHz |  584 | -67 dBm | -35 dBm | Pass
 2505 MHz |  458 | -67 dBm | -35 dBm | fbf_2
 2508 MHz | 1000 | -67 dBm | -35 dBm | Pass
 2511 MHz | 1066 | -67 dBm | -35 dBm | Pass
 2514 MHz | 1278 | -67 dBm | -35 dBm | Pass
 2517 MHz |  759 | -67 dBm | -35 dBm | Pass
 2520 MHz |  697 | -67 dBm | -35 dBm | Pass
 2523 MHz |  517 | -67 dBm | -35 dBm | Pass
 2526 MHz |  411 | -67 dBm | -35 dBm | fbf_1
 2529 MHz | 1043 | -67 dBm | -35 dBm | Pass
 2532 MHz |  672 | -67 dBm | -35 dBm | Pass
 2535 MHz |   19 | -67 dBm | -35 dBm | fbf_1
 2538 MHz | 1247 | -67 dBm | -35 dBm | Pass
 2541 MHz |  128 | -67 dBm | -35 dBm | fbf_2
 2544 MHz |  956 | -67 dBm | -35 dBm | Pass
 2547 MHz |  427 | -67 dBm | -35 dBm | fbf_1
 2550 MHz |  371 | -67 dBm | -35 dBm | fbf_2
 2553 MHz |  551 | -67 dBm | -35 dBm | Pass
 2556 MHz |  454 | -67 dBm | -35 dBm | fbf_1
 2559 MHz |  337 | -67 dBm | -35 dBm | fbf_1
 2562 MHz |  820 | -67 dBm | -35 dBm | Pass
 2565 MHz | 1447 | -67 dBm | -35 dBm | Pass
 2568 MHz | 1320 | -67 dBm | -35 dBm | Pass
 2571 MHz |  712 | -67 dBm | -35 dBm | Pass
 2574 MHz |   27 | -67 dBm | -35 dBm | fbf_1
 2577 MHz |  643 | -67 dBm | -35 dBm | Pass
 2580 MHz |  594 | -67 dBm | -35 dBm | Pass
 2583 MHz |  395 | -67 dBm | -35 dBm | fbf_1
 2586 MHz | 1011 | -67 dBm | -35 dBm | Pass
 2589 MHz | 1220 | -67 dBm | -35 dBm | Pass
 2592 MHz |   23 | -67 dBm | -35 dBm | fbf_1
 2595 MHz |  744 | -67 dBm | -35 dBm | Pass
 2598 MHz |  372 | -67 dBm | -35 dBm | fbf_1
 2601 MHz |  470 | -67 dBm | -35 dBm | Pass
 2604 MHz |  787 | -67 dBm | -35 dBm | Pass
 2607 MHz |  199 | -67 dBm | -35 dBm | fbf_1
 2610 MHz |  255 | -67 dBm | -35 dBm | fbf_1
 2613 MHz | 1292 | -67 dBm | -35 dBm | Pass
 2616 MHz |  584 | -67 dBm | -35 dBm | Pass
 2619 MHz |  761 | -67 dBm | -35 dBm | Pass
 2622 MHz | 1150 | -67 dBm | -35 dBm | Pass
 2625 MHz | 1305 | -67 dBm | -35 dBm | Pass
 2628 MHz |  824 | -67 dBm | -35 dBm | Pass
 2631 MHz | 1455 | -67 dBm | -35 dBm | Pass
 2634 MHz |   35 | -67 dBm | -35 dBm | fbf_1
 2637 MHz |  312 | -67 dBm | -35 dBm | fbf_2
 2640 MHz |   31 | -67 dBm | -35 dBm | fbf_2
 2643 MHz | 1359 | -67 dBm | -35 dBm | Pass
 2646 MHz |  864 | -67 dBm | -35 dBm | Pass
 2649 MHz | 1082 | -67 dBm | -35 dBm | Pass
 2652 MHz | 1133 | -67 dBm | -35 dBm | Pass
 2655 MHz |  238 | -67 dBm | -35 dBm | fbf_2
 2658 MHz |  920 | -67 dBm | -35 dBm | Pass
 2661 MHz |  707 | -67 dBm | -35 dBm | Pass
 2664 MHz | 1006 | -67 dBm | -35 dBm | Pass
 2667 MHz | 1398 | -67 dBm | -35 dBm | Pass
 2670 MHz |  521 | -67 dBm | -35 dBm | Pass
 2673 MHz | 1006 | -67 dBm | -35 dBm | Pass
 2676 MHz |  799 | -67 dBm | -35 dBm | Pass
 2679 MHz |  619 | -67 dBm | -35 dBm | Pass
 2682 MHz |  875 | -67 dBm | -35 dBm | Pass
 2685 MHz |  301 | -67 dBm | -35 dBm | fbf_2
 2688 MHz |  835 | -67 dBm | -35 dBm | Pass
 2691 MHz | 1419 | -67 dBm | -35 dBm | Pass
 2694 MHz |   45 | -67 dBm | -35 dBm | fbf_2
 2697 MHz |  962 | -67 dBm | -35 dBm | Pass
 2700 MHz |  107 | -67 dBm | -35 dBm | fbf_1
 2703 MHz | 1434 | -67 dBm | -35 dBm | Pass
 2706 MHz |  556 | -67 dBm | -35 dBm | Pass
 2709 MHz | 1030 | -67 dBm | -35 dBm | Pass
 2712 MHz | 1379 | -67 dBm | -35 dBm | Pass
 2715 MHz | 1485 | -67 dBm | -35 dBm | Pass
 2718 MHz | 1466 | -67 dBm | -35 dBm | Pass
 2721 MHz |  890 | -67 dBm | -35 dBm | Pass
 2724 MHz |  493 | -67 dBm | -35 dBm | Pass
 2727 MHz |  414 | -67 dBm | -35 dBm | fbf_1
 2730 MHz |  139 | -67 dBm | -35 dBm | fbf_2
 2733 MHz |  976 | -67 dBm | -35 dBm | Pass
 2736 MHz |  692 | -67 dBm | -35 dBm | Pass
 2739 MHz |  339 | -67 dBm | -35 dBm | fbf_1
 2742 MHz | 1219 | -67 dBm | -35 dBm | Pass
 2745 MHz |   16 | -67 dBm | -35 dBm | fbf_1
 2748 MHz |  113 | -67 dBm | -35 dBm | fbf_2
 2751 MHz |  948 | -67 dBm | -35 dBm | Pass
 2754 MHz |  904 | -67 dBm | -35 dBm | Pass
 2757 MHz |  985 | -67 dBm | -35 dBm | Pass
 2760 MHz | 1169 | -67 dBm | -35 dBm | Pass
 2763 MHz |  165 | -67 dBm | -35 dBm | fbf_1
 2766 MHz | 1462 | -67 dBm | -35 dBm | Pass
 2769 MHz | 1028 | -67 dBm | -35 dBm | Pass
 2772 MHz |  415 | -67 dBm | -35 dBm | fbf_1
 2775 MHz |  645 | -67 dBm | -35 dBm | Pass
 2778 MHz | 1293 | -67 dBm | -35 dBm | Pass
 2781 MHz | 1403 | -67 dBm | -35 dBm | Pass
 2784 MHz |  829 | -67 dBm | -35 dBm | Pass
 2787 MHz | 1183 | -67 dBm | -35 dBm | Pass
 2790 MHz | 1478 | -67 dBm | -35 dBm | Pass
 2793 MHz |   48 | -67 dBm | -35 dBm | fbf_2
 2796 MHz | 1456 | -67 dBm | -35 dBm | Pass
 2799 MHz |  532 | -67 dBm | -35 dBm | Pass
 2802 MHz |   24 | -67 dBm | -35 dBm | fbf_1
 2805 MHz | 1354 | -67 dBm | -35 dBm | Pass
 2808 MHz |  595 | -67 dBm | -35 dBm | Pass
 2811 MHz | 1280 | -67 dBm | -35 dBm | Pass
 2814 MHz |  324 | -67 dBm | -35 dBm | fbf_1
 2817 MHz | 1260 | -67 dBm | -35 dBm | Pass
 2820 MHz |  990 | -67 dBm | -35 dBm | Pass
 2823 MHz |  493 | -67 dBm | -35 dBm | Pass
 2826 MHz | 1339 | -67 dBm | -35 dBm | Pass
 2829 MHz |  101 | -67 dBm | -35 dBm | fbf_1
 2832 MHz | 1406 | -67 dBm | -35 dBm | Pass
 2835 MHz | 1252 | -67 dBm | -35 dBm | Pass
 2838 MHz | 1190 | -67 dBm | -35 dBm | Pass
 2841 MHz | 1493 | -67 dBm | -35 dBm | Pass
 2844 MHz |  572 | -67 dBm | -35 dBm | Pass
 2847 MHz | 1128 | -67 dBm | -35 dBm | Pass
 2850 MHz |  980 | -67 dBm | -35 dBm | Pass
 2853 MHz | 1194 | -67 dBm | -35 dBm | Pass
 2856 MHz |  404 | -67 dBm | -35 dBm | fbf_1
 2859 MHz |  913 | -67 dBm | -35 dBm | Pass
 2862 MHz |  189 | -67 dBm | -35 dBm | fbf_1
 2865 MHz | 1408 | -67 dBm | -35 dBm | Pass
 2868 MHz |  878 | -67 dBm | -35 dBm | Pass
 2871 MHz |  796 | -67 dBm | -35 dBm | Pass
 2874 MHz |  379 | -67 dBm | -35 dBm | fbf_1
 2877 MHz |  401 | -67 dBm | -35 dBm | fbf_2
 2880 MHz |  285 | -67 dBm | -35 dBm | fbf_1
 2883 MHz |  245 | -67 dBm | -35 dBm | fbf_1
 2886 MHz | 1460 | -67 dBm | -35 dBm | Pass
 2889 MHz |  482 | -67 dBm | -35 dBm | Pass
 2892 MHz | 1095 | -67 dBm | -35 dBm | Pass
 2895 MHz |  644 | -67 dBm | -35 dBm | Pass
 2898 MHz |  789 | -67 dBm | -35 dBm | Pass
 2901 MHz |  809 | -67 dBm | -35 dBm | Pass
 2904 MHz |   13 | -67 dBm | -35 dBm | fbf_1
 2907 MHz |  672 | -67 dBm | -35 dBm | Pass
 2910 MHz |  333 | -67 dBm | -35 dBm | fbf_1
 2913 MHz |  629 | -67 dBm | -35 dBm | Pass
 2916 MHz | 1135 | -67 dBm | -35 dBm | Pass
 2919 MHz | 1074 | -67 dBm | -35 dBm | Pass
 2922 MHz | 1139 | -67 dBm | -35 dBm | Pass
 2925 MHz |   42 | -67 dBm | -35 dBm | fbf_1
 2928 MHz |  199 | -67 dBm | -35 dBm | fbf_1
 2931 MHz |  776 | -67 dBm | -35 dBm | Pass
 2934 MHz | 1012 | -67 dBm | -35 dBm | Pass
 2937 MHz |  672 | -67 dBm | -35 dBm | Pass
 2940 MHz |  187 | -67 dBm | -35 dBm | fbf_1
 2943 MHz |  567 | -67 dBm | -35 dBm | Pass
 2946 MHz |  108 | -67 dBm | -35 dBm | fbf_2
 2949 MHz | 1487 | -67 dBm | -35 dBm | Pass
 2952 MHz |  637 | -67 dBm | -35 dBm | Pass
 2955 MHz |  724 | -67 dBm | -35 dBm | Pass
 2958 MHz |  385 | -67 dBm | -35 dBm | fbf_2
 2961 MHz | 1237 | -67 dBm | -35 dBm | Pass
 2964 MHz |  858 | -67 dBm | -35 dBm | Pass
 2967 MHz |  417 | -67 dBm | -35 dBm | fbf_1
 2970 MHz |  647 | -67 dBm | -35 dBm | Pass
 2973 MHz | 1269 | -67 dBm | -35 dBm | Pass
 2976 MHz |  176 | -67 dBm | -35 dBm | fbf_1
 2979 MHz | 1412 | -67 dBm | -35 dBm | Pass
 2982 MHz |  706 | -67 dBm | -35 dBm | Pass
 2985 MHz |  211 | -67 dBm | -35 dBm | fbf_1
 2988 MHz |  148 | -67 dBm | -35 dBm | fbf_1
 2991 MHz |  862 | -67 dBm | -35 dBm | Pass
 2994 MHz |  552 | -67 dBm | -35 dBm | Pass
 2997 MHz | 1079 | -67 dBm | -35 dBm | Pass
 3000 MHz | 1085 | -67 dBm | -30 dBm | Pass
 3025 MHz |  504 | -67 dBm | -30 dBm | Pass
 3050 MHz | 1470 | -67 dBm | -30 dBm | Pass
 3075 MHz | 1168 | -67 dBm | -30 dBm | Pass
 3100 MHz |  831 | -67 dBm | -30 dBm | Pass
 3125 MHz | 1291 | -67 dBm | -30 dBm | Pass
 3150 MHz | 1117 | -67 dBm | -30 dBm | Pass
 3175 MHz |  467 | -67 dBm | -30 dBm | Pass
 3200 MHz |  574 | -67 dBm | -30 dBm | Pass
 3225 MHz | 1277 | -67 dBm | -30 dBm | Pass
 3250 MHz |  184 | -67 dBm | -30 dBm | fbf_1
 3275 MHz |  475 | -67 dBm | -30 dBm | Pass
 3300 MHz |  713 | -67 dBm | -30 dBm | Pass
 3325 MHz |  108 | -67 dBm | -30 dBm | fbf_2
 3350 MHz |  254 | -67 dBm | -30 dBm | fbf_1
 3375 MHz | 1274 | -67 dBm | -30 dBm | Pass
 3400 MHz | 1020 | -67 dBm | -30 dBm | Pass
 3425 MHz | 1306 | -67 dBm | -30 dBm | Pass
 3450 MHz |  863 | -67 dBm | -30 dBm | Pass
 3475 MHz |  218 | -67 dBm | -30 dBm | fbf_2
 3500 MHz | 1365 | -67 dBm | -30 dBm | Pass
 3525 MHz |  300 | -67 dBm | -30 dBm | fbf_1
 3550 MHz |  769 | -67 dBm | -30 dBm | Pass
 3575 MHz |  506 | -67 dBm | -30 dBm | Pass
 3600 MHz |  558 | -67 dBm | -30 dBm | Pass
 3625 MHz |  293 | -67 dBm | -30 dBm | fbf_1
 3650 MHz |  360 | -67 dBm | -30 dBm | fbf_1
 3675 MHz |  220 | -67 dBm | -30 dBm | fbf_1
 3700 MHz | 1493 | -67 dBm | -30 dBm | Pass
 3725 MHz |  919 | -67 dBm | -30 dBm | Pass
 3750 MHz |  478 | -67 dBm | -30 dBm | Pass
 3775 MHz |  207 | -67 dBm | -30 dBm | fbf_2
 3800 MHz |    4 | -67 dBm | -30 dBm | fbf_1
 3825 MHz |  635 | -67 dBm | -30 dBm | Pass
 3850 MHz |  633 | -67 dBm | -30 dBm | Pass
 3875 MHz |  838 | -67 dBm | -30 dBm | Pass
 3900 MHz |  784 | -67 dBm | -30 dBm | Pass
 3925 MHz |  282 | -67 dBm | -30 dBm | fbf_2
 3950 MHz | 1141 | -67 dBm | -30 dBm | Pass
 3975 MHz |  800 | -67 dBm | -30 dBm | Pass
 4000 MHz | 1144 | -67 dBm | -30 dBm | Pass
 4025 MHz | 1283 | -67 dBm | -30 dBm | Pass
 4050 MHz |  962 | -67 dBm | -30 dBm | Pass
 4075 MHz |  429 | -67 dBm | -30 dBm | fbf_2
 4100 MHz | 1048 | -67 dBm | -30 dBm | Pass
 4125 MHz |  374 | -67 dBm | -30 dBm | fbf_1
 4150 MHz | 1382 | -67 dBm | -30 dBm | Pass
 4175 MHz |  710 | -67 dBm | -30 dBm | Pass
 4200 MHz | 1487 | -67 dBm | -30 dBm | Pass
 4225 MHz |  305 | -67 dBm | -30 dBm | fbf_1
 4250 MHz |    9 | -67 dBm | -30 dBm | fbf_2
 4275 MHz | 1480 | -67 dBm | -30 dBm | Pass
 4300 MHz |  973 | -67 dBm | -30 dBm | Pass
 4325 MHz | 1420 | -67 dBm | -30 dBm | Pass
 4350 MHz |  830 | -67 dBm | -30 dBm | Pass
 4375 MHz |  510 | -67 dBm | -30 dBm | Pass
 4400 MHz |  293 | -67 dBm | -30 dBm | fbf_1
 4425 MHz |  367 | -67 dBm | -30 dBm | fbf_1
 4450 MHz |  626 | -67 dBm | -30 dBm | Pass
 4475 MHz | 1169 | -67 dBm | -30 dBm | Pass
 4500 MHz |  955 | -67 dBm | -30 dBm | Pass
 4525 MHz |  263 | -67 dBm | -30 dBm | fbf_1
 4550 MHz |  534 | -67 dBm | -30 dBm | Pass
 4575 MHz | 1132 | -67 dBm | -30 dBm | Pass
 4600 MHz |  503 | -67 dBm | -30 dBm | Pass
 4625 MHz |  211 | -67 dBm | -30 dBm | fbf_2
 4650 MHz | 1206 | -67 dBm | -30 dBm | Pass
 4675 MHz |  646 | -67 dBm | -30 dBm | Pass
 4700 MHz |  472 | -67 dBm | -30 dBm | Pass
 4725 MHz |  326 | -67 dBm | -30 dBm | fbf_1
 4750 MHz |  118 | -67 dBm | -30 dBm | fbf_1
 4775 MHz | 1372 | -67 dBm | -30 dBm | Pass
 4800 MHz |  810 | -67 dBm | -30 dBm | Pass
 4825 MHz |  666 | -67 dBm | -30 dBm | Pass
 4850 MHz |  342 | -67 dBm | -30 dBm | fbf_2
 4875 MHz |  351 | -67 dBm | -30 dBm | fbf_1
 4900 MHz |  968 | -67 dBm | -30 dBm | Pass
 4925 MHz |  147 | -67 dBm | -30 dBm | fbf_1
 4950 MHz |  506 | -67 dBm | -30 dBm | Pass
 4975 MHz |   49 | -67 dBm | -30 dBm | fbf_1
 5000 MHz | 1400 | -67 dBm | -30 dBm | Pass
 5025 MHz | 1182 | -67 dBm | -30 dBm | Pass
 5050 MHz |  639 | -67 dBm | -30 dBm | Pass
 5075 MHz |  652 | -67 dBm | -30 dBm | Pass
 5100 MHz |  165 | -67 dBm | -30 dBm | fbf_1
 5125 MHz | 1211 | -67 dBm | -30 dBm | Pass
 5150 MHz | 1285 | -67 dBm | -30 dBm | Pass
 5175 MHz |  203 | -67 dBm | -30 dBm | fbf_2
 5200 MHz |  672 | -67 dBm | -30 dBm | Pass
 5225 MHz |  679 | -67 dBm | -30 dBm | Pass
 5250 MHz | 1452 | -67 dBm | -30 dBm | Pass
 5275 MHz | 1075 | -67 dBm | -30 dBm | Pass
 5300 MHz |  698 | -67 dBm | -30 dBm | Pass
 5325 MHz |  171 | -67 dBm | -30 dBm | fbf_2
 5350 MHz |   96 | -67 dBm | -30 dBm | fbf_2
 5375 MHz | 1019 | -67 dBm | -30 dBm | Pass
 5400 MHz |  185 | -67 dBm | -30 dBm | fbf_1
 5425 MHz |  818 | -67 dBm | -30 dBm | Pass
 5450 MHz | 1133 | -67 dBm | -30 dBm | Pass
 5475 MHz |  630 | -67 dBm | -30 dBm | Pass
 5500 MHz |  667 | -67 dBm | -30 dBm | Pass
 5525 MHz |   46 | -67 dBm | -30 dBm | fbf_1
 5550 MHz |  228 | -67 dBm | -30 dBm | fbf_1
 5575 MHz |  482 | -67 dBm | -30 dBm | Pass
