*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
 1690 MHz | 1323 | -67 dBm | -30 dBm | Pass
 1700 MHz |  128 | -67 dBm | -30 dBm | fbf_1
 1710 MHz | 1273 | -67 dBm | -30 dBm | Pass
 1720 MHz |  366 | -67 dBm | -30 dBm | fbf_1
 1730 MHz |  193 | -67 dBm | -30 dBm | fbf_1
 1740 MHz | 1216 | -67 dBm | -30 dBm | Pass
 1750 MHz | 1113 | -67 dBm | -30 dBm | Pass
 1760 MHz |  676 | -67 dBm | -30 dBm | Pass
 1770 MHz | 1072 | -67 dBm | -30 dBm | Pass
 1780 MHz |   72 | -67 dBm | -30 dBm | fbf_2
 1790 MHz | 1083 | -67 dBm | -30 dBm | Pass
 1800 MHz | 1133 | -67 dBm | -30 dBm | Pass
 1810 MHz |  190 | -67 dBm | -30 dBm | fbf_1
 1820 MHz |  611 | -67 dBm | -30 dBm | Pass
 1830 MHz |  166 | -67 dBm | -30 dBm | fbf_1
 1840 MHz |  246 | -67 dBm | -30 dBm | fbf_2
 1850 MHz | 1444 | -67 dBm | -30 dBm | Pass
 1860 MHz | 1178 | -67 dBm | -30 dBm | Pass
 1870 MHz |  336 | -67 dBm | -30 dBm | fbf_2
 1880 MHz |  783 | -67 dBm | -30 dBm | Pass
 1890 MHz |  255 | -67 dBm | -30 dBm | fbf_1
 1900 MHz |  339 | -67 dBm | -30 dBm | fbf_1
 1910 MHz |  124 | -67 dBm | -30 dBm | fbf_1
 1920 MHz | 1430 | -67 dBm | -30 dBm | Pass
 1930 MHz | 1085 | -67 dBm | -30 dBm | Pass
 1940 MHz |  304 | -67 dBm | -30 dBm | fbf_2
 1950 MHz | 1140 | -67 dBm | -30 dBm | Pass
 1960 MHz |  835 | -67 dBm | -30 dBm | Pass
 1970 MHz | 1154 | -67 dBm | -30 dBm | Pass
 1980 MHz |  242 | -67 dBm | -30 dBm | fbf_1
 1990 MHz |  686 | -67 dBm | -30 dBm | Pass
 2000 MHz | 1293 | -67 dBm | -30 dBm | Pass
 2003 MHz | 1374 | -67 dBm | -35 dBm | Pass
 2006 MHz |  781 | -67 dBm | -35 dBm | Pass
 2009 MHz | 1127 | -67 dBm | -35 dBm | Pass
 2012 MHz | 1139 | -67 dBm | -35 dBm | Pass
 2015 MHz |  415 | -67 dBm | -35 dBm | fbf_1
 2018 MHz |  933 | -67 dBm | -35 dBm | Pass
 2021 MHz | 1240 | -67 dBm | -35 dBm | Pass
 2024 MHz |  127 | -67 dBm | -35 dBm | fbf_1
 2027 MHz |  457 | -67 dBm | -35 dBm | fbf_1
 2030 MHz | 1215 | -67 dBm | -35 dBm | Pass
 2033 MHz | 1274 | -67 dBm | -35 dBm | Pass
 2036 MHz | 1425 | -67 dBm | -35 dBm | Pass
 2039 MHz |  856 | -67 dBm | -35 dBm | Pass
 2042 MHz |  589 | -67 dBm | -35 dBm | Pass
 2045 MHz |  580 | -67 dBm | -35 dBm | Pass
 2048 MHz | 1482 | -67 dBm | -35 dBm | Pass
 2051 MHz |  847 | -67 dBm | -35 dBm | Pass
 2054 MHz |  124 | -67 dBm | -35 dBm | fbf_2
 2057 MHz |  852 | -67 dBm | -35 dBm | Pass
 2060 MHz | 1178 | -67 dBm | -35 dBm | Pass
 2063 MHz |  319 | -67 dBm | -35 dBm | fbf_1
 2066 MHz |  102 | -67 dBm | -35 dBm | fbf_1
 2069 MHz |  340 | -67 dBm | -35 dBm | fbf_1
 2072 MHz |  953 | -67 dBm | -35 dBm | Pass
 2075 MHz |  975 | -67 dBm | -35 dBm | Pass
 2078 MHz | 1444 | -67 dBm | -35 dBm | Pass
 2081 MHz | 1247 | -67 dBm | -35 dBm | Pass
 2084 MHz |  126 | -67 dBm | -35 dBm | fbf_2
 2087 MHz |  715 | -67 dBm | -35 dBm | Pass
 2090 MHz |  771 | -67 dBm | -35 dBm | Pass
 2093 MHz |   67 | -67 dBm | -35 dBm | fbf_2
 2096 MHz | 1463 | -67 dBm | -35 dBm | Pass
 2099 MHz |  132 | -67 dBm | -35 dBm | fbf_2
 2102 MHz |  944 | -67 dBm | -35 dBm | Pass
 2105 MHz |  149 | -67 dBm | -35 dBm | fbf_2
 2108 MHz |  183 | -67 dBm | -35 dBm | fbf_1
 2111 MHz |  639 | -67 dBm | -35 dBm | Pass
 2114 MHz |  737 | -67 dBm | -35 dBm | Pass
 2117 MHz |  390 | -67 dBm | -35 dBm | fbf_1
 2120 MHz | 1486 | -67 dBm | -35 dBm | Pass
 2123 MHz |  400 | -67 dBm | -35 dBm | fbf_2
 2126 MHz | 1125 | -67 dBm | -35 dBm | Pass
 2129 MHz | 1179 | -67 dBm | -35 dBm | Pass
 2132 MHz | 1215 | -67 dBm | -35 dBm | Pass
 2135 MHz |  521 | -67 dBm | -35 dBm | Pass
 2138 MHz | 1080 | -67 dBm | -35 dBm | Pass
 2141 MHz |  541 | -67 dBm | -35 dBm | Pass
 2144 MHz |  714 | -67 dBm | -35 dBm | Pass
 2147 MHz |  459 | -67 dBm | -35 dBm | fbf_1
 2150 MHz | 1115 | -67 dBm | -35 dBm | Pass
 2153 MHz |  956 | -67 dBm | -35 dBm | Pass
 2156 MHz |  315 | -67 dBm | -35 dBm | fbf_2
 2159 MHz | 1032 | -67 dBm | -35 dBm | Pass
 2162 MHz |  785 | -67 dBm | -35 dBm | Pass
 2165 MHz | 1054 | -67 dBm | -35 dBm | Pass
 2168 MHz |  795 | -67 dBm | -35 dBm | Pass
 2171 MHz |  216 | -67 dBm | -35 dBm | fbf_1
 2174 MHz |  701 | -67 dBm | -35 dBm | Pass
 2177 MHz |  937 | -67 dBm | -35 dBm | Pass
 2180 MHz |  986 | -67 dBm | -35 dBm | Pass
 2183 MHz |  499 | -67 dBm | -35 dBm | Pass
 2186 MHz |  195 | -67 dBm | -35 dBm | fbf_2
 2189 MHz | 1352 | -67 dBm | -35 dBm | Pass
 2192 MHz |  569 | -67 dBm | -35 dBm | Pass
 2195 MHz |  737 | -67 dBm | -35 dBm | Pass
 2198 MHz | 1111 | -67 dBm | -35 dBm | Pass
 2201 MHz |  963 | -67 dBm | -35 dBm | Pass
 2204 MHz |  560 | -67 dBm | -35 dBm | Pass
 2207 MHz |  878 | -67 dBm | -35 dBm | Pass
 2210 MHz |  882 | -67 dBm | -35 dBm | Pass
 2213 MHz | 1105 | -67 dBm | -35 dBm | Pass
 2216 MHz | 1044 | -67 dBm | -35 dBm | Pass
 2219 MHz | 1040 | -67 dBm | -35 dBm | Pass
 2222 MHz |  631 | -67 dBm | -35 dBm | Pass
 2225 MHz |  533 | -67 dBm | -35 dBm | Pass
 2228 MHz | 1071 | -67 dBm | -35 dBm | Pass
 2231 MHz |  459 | -67 dBm | -35 dBm | fbf_1
 2234 MHz |  105 | -67 dBm | -35 dBm | fbf_1
 2237 MHz | 1174 | -67 dBm | -35 dBm | Pass
 2240 MHz | 1357 | -67 dBm | -35 dBm | Pass
 2243 MHz | 1167 | -67 dBm | -35 dBm | Pass
 2246 MHz |  768 | -67 dBm | -35 dBm | Pass
 2249 MHz |  444 | -67 dBm | -35 dBm | fbf_1
 2252 MHz |  941 | -67 dBm | -35 dBm | Pass
 2255 MHz |  596 | -67 dBm | -35 dBm | Pass
 2258 MHz | 1327 | -67 dBm | -35 dBm | Pass
 2261 MHz |   89 | -67 dBm | -35 dBm | fbf_1
 2264 MHz |  118 | -67 dBm | -35 dBm | fbf_2
 2267 MHz | 1287 | -67 dBm | -35 dBm | Pass
 2270 MHz |  148 | -67 dBm | -35 dBm | fbf_2
 2273 MHz |  357 | -67 dBm | -35 dBm | fbf_1
 2276 MHz | 1395 | -67 dBm | -35 dBm | Pass
 2279 MHz | 1431 | -67 dBm | -35 dBm | Pass
 2282 MHz | 1385 | -67 dBm | -35 dBm | Pass
 2285 MHz |  762 | -67 dBm | -35 dBm | Pass
 2288 MHz |  284 | -67 dBm | -35 dBm | fbf_1
 2291 MHz |   75 | -67 dBm | -35 dBm | fbf_1
 2294 MHz | 1289 | -67 dBm | -35 dBm | Pass
 2297 MHz |  646 | -67 dBm | -35 dBm | Pass
 2300 MHz |  127 | -67 dBm | -35 dBm | fbf_1
 2303 MHz |  253 | -67 dBm | -35 dBm | fbf_2
 2306 MHz |  942 | -67 dBm | -35 dBm | Pass
 2309 MHz | 1039 | -67 dBm | -35 dBm | Pass
 2312 MHz |  838 | -67 dBm | -35 dBm | Pass
 2315 MHz |  138 | -67 dBm | -35 dBm | fbf_2
 2318 MHz |  978 | -67 dBm | -35 dBm | Pass
 2321 MHz | 1008 | -67 dBm | -35 dBm | Pass
 2324 MHz | 1409 | -67 dBm | -35 dBm | Pass
 2327 MHz | 1065 | -67 dBm | -35 dBm | Pass
 2330 MHz |  916 | -67 dBm | -35 dBm | Pass
 2333 MHz |  643 | -67 dBm | -35 dBm | Pass
 2336 MHz | 1168 | -67 dBm | -35 dBm | Pass
 2339 MHz |   12 | -67 dBm | -35 dBm | fbf_1
 2342 MHz | 1292 | -67 dBm | -35 dBm | Pass
 2345 MHz |  350 | -67 dBm | -35 dBm | fbf_1
 2348 MHz |  664 | -67 dBm | -35 dBm | Pass
 2351 MHz | 1039 | -67 dBm | -35 dBm | Pass
 2354 MHz | 1471 | -67 dBm | -35 dBm | Pass
 2357 MHz |  478 | -67 dBm | -35 dBm | Pass
 2360 MHz |  438 | -67 dBm | -35 dBm | fbf_2
 2363 MHz |  366 | -67 dBm | -35 dBm | fbf_1
 2366 MHz | 1255 | -67 dBm | -35 dBm | Pass
 2369 MHz |  462 | -67 dBm | -35 dBm | Pass
 2372 MHz |   72 | -67 dBm | -35 dBm | fbf_2
 2375 MHz |  251 | -67 dBm | -35 dBm | fbf_2
 2378 MHz | 1225 | -67 dBm | -35 dBm | Pass
 2381 MHz |  550 | -67 dBm | -35 dBm | Pass
 2384 MHz |  518 | -67 dBm | -35 dBm | Pass
 2387 MHz |  740 | -67 dBm | -35 dBm | Pass
 2390 MHz |  120 | -67 dBm | -35 dBm | fbf_1
 2393 MHz | 1190 | -67 dBm | -35 dBm | Pass
 2396 MHz |  894 | -67 dBm | -35 dBm | Pass
 2399 MHz |  293 | -67 dBm | -35 dBm | fbf_1
 2484 MHz | 1370 | -67 dBm | -35 dBm | Pass
 2487 MHz |  612 | -67 dBm | -35 dBm | Pass
 2490 MHz | 1396 | -67 dBm | -35 dBm | Pass
 2493 MHz |  978 | -67 dBm | -35 dBm | Pass
 2496 MHz |  376 | -67 dBm | -35 dBm | fbf_2
 2499 MHz |  282 | -67 dBm | -35 dBm | fbf_2
 2502 MHz |  800 | -67 dBm | -35 dBm | Pass
 2505 MHz | 1487 | -67 dBm | -35 dBm | Pass
 2508 MHz |  241 | -67 dBm | -35 dBm | fbf_1
 2511 MHz |  660 | -67 dBm | -35 dBm | Pass
 2514 MHz |  934 | -67 dBm | -35 dBm | Pass
 2517 MHz |  895 | -67 dBm | -35 dBm | Pass
 2520 MHz | 1171 | -67 dBm | -35 dBm | Pass
 2523 MHz |  558 | -67 dBm | -35 dBm | Pass
 2526 MHz |  271 | -67 dBm | -35 dBm | fbf_2
 2529 MHz |  526 | -67 dBm | -35 dBm | Pass
 2532 MHz |   60 | -67 dBm | -35 dBm | fbf_2
 2535 MHz |  278 | -67 dBm | -35 dBm | fbf_2
 2538 MHz |  179 | -67 dBm | -35 dBm | fbf_1
 2541 MHz |  997 | -67 dBm | -35 dBm | Pass
 2544 MHz | 1283 | -67 dBm | -35 dBm | Pass
 2547 MHz |  499 | -67 dBm | -35 dBm | Pass
 2550 MHz |  930 | -67 dBm | -35 dBm | Pass
 2553 MHz | 1423 | -67 dBm | -35 dBm | Pass
 2556 MHz |  912 | -67 dBm | -35 dBm | Pass
 2559 MHz |   60 | -67 dBm | -35 dBm | fbf_2
 2562 MHz | 1217 | -67 dBm | -35 dBm | Pass
 2565 MHz | 1208 | -67 dBm | -35 dBm | Pass
 2568 MHz |  306 | -67 dBm | -35 dBm | fbf_1
 2571 MHz | 1186 | -67 dBm | -35 dBm | Pass
 2574 MHz | 1403 | -67 dBm | -35 dBm | Pass
 2577 MHz |  738 | -67 dBm | -35 dBm | Pass
 2580 MHz |  295 | -67 dBm | -35 dBm | fbf_1
 2583 MHz |  828 | -67 dBm | -35 dBm | Pass
 2586 MHz |  159 | -67 dBm | -35 dBm | fbf_1
 2589 MHz |  221 | -67 dBm | -35 dBm | fbf_1
 2592 MHz | 1039 | -67 dBm | -35 dBm | Pass
 2595 MHz |  644 | -67 dBm | -35 dBm | Pass
 2598 MHz | 1180 | -67 dBm | -35 dBm | Pass
 2601 MHz |   49 | -67 dBm | -35 dBm | fbf_1
 2604 MHz |  736 | -67 dBm | -35 dBm | Pass
 2607 MHz |  839 | -67 dBm | -35 dBm | Pass
 2610 MHz |  795 | -67 dBm | -35 dBm | Pass
 2613 MHz | 1415 | -67 dBm | -35 dBm | Pass
 2616 MHz | 1132 | -67 dBm | -35 dBm | Pass
 2619 MHz | 1006 | -67 dBm | -35 dBm | Pass
 2622 MHz | 1443 | -67 dBm | -35 dBm | Pass
 2625 MHz |  547 | -67 dBm | -35 dBm | Pass
 2628 MHz |  830 | -67 dBm | -35 dBm | Pass
 2631 MHz |  440 | -67 dBm | -35 dBm | fbf_1
 2634 MHz | 1022 | -67 dBm | -35 dBm | Pass
 2637 MHz |  408 | -67 dBm | -35 dBm | fbf_1
 2640 MHz |  484 | -67 dBm | -35 dBm | Pass
 2643 MHz |  823 | -67 dBm | -35 dBm | Pass
 2646 MHz |  734 | -67 dBm | -35 dBm | Pass
 2649 MHz | 1459 | -67 dBm | -35 dBm | Pass
 2652 MHz |  758 | -67 dBm | -35 dBm | Pass
 2655 MHz | 1049 | -67 dBm | -35 dBm | Pass
 2658 MHz |  934 | -67 dBm | -35 dBm | Pass
 2661 MHz |  686 | -67 dBm | -35 dBm | Pass
 2664 MHz |  800 | -67 dBm | -35 dBm | Pass
 2667 MHz |   96 | -67 dBm | -35 dBm | fbf_1
 2670 MHz |  697 | -67 dBm | -35 dBm | Pass
 2673 MHz |  167 | -67 dBm | -35 dBm | fbf_2
 2676 MHz |   10 | -67 dBm | -35 dBm | fbf_1
 2679 MHz | 1293 | -67 dBm | -35 dBm | Pass
 2682 MHz | 1435 | -67 dBm | -35 dBm | Pass
 2685 MHz |  190 | -67 dBm | -35 dBm | fbf_1
 2688 MHz | 1203 | -67 dBm | -35 dBm | Pass
 2691 MHz | 1424 | -67 dBm | -35 dBm | Pass
 2694 MHz | 1403 | -67 dBm | -35 dBm | Pass
 2697 MHz |  688 | -67 dBm | -35 dBm | Pass
 2700 MHz |  120 | -67 dBm | -35 dBm | fbf_1
 2703 MHz | 1269 | -67 dBm | -35 dBm | Pass
 2706 MHz | 1450 | -67 dBm | -35 dBm | Pass
 2709 MHz |  107 | -67 dBm | -35 dBm | fbf_2
 2712 MHz | 1478 | -67 dBm | -35 dBm | Pass
 2715 MHz |  313 | -67 dBm | -35 dBm | fbf_1
 2718 MHz |  783 | -67 dBm | -35 dBm | Pass
 2721 MHz |   57 | -67 dBm | -35 dBm | fbf_1
 2724 MHz | 1247 | -67 dBm | -35 dBm | Pass
 2727 MHz |  555 | -67 dBm | -35 dBm | Pass
 2730 MHz |  379 | -67 dBm | -35 dBm | fbf_1
 2733 MHz |  740 | -67 dBm | -35 dBm | Pass
 2736 MHz |  421 | -67 dBm | -35 dBm | fbf_1
 2739 MHz |  444 | -67 dBm | -35 dBm | fbf_1
 2742 MHz |  557 | -67 dBm | -35 dBm | Pass
 2745 MHz |  333 | -67 dBm | -35 dBm | fbf_1
 2748 MHz |  105 | -67 dBm | -35 dBm | fbf_1
 2751 MHz |  889 | -67 dBm | -35 dBm | Pass
 2754 MHz |  812 | -67 dBm | -35 dBm | Pass
 2757 MHz |  547 | -67 dBm | -35 dBm | Pass
 2760 MHz |  919 | -67 dBm | -35 dBm | Pass
 2763 MHz | 1261 | -67 dBm | -35 dBm | Pass
 2766 MHz |  348 | -67 dBm | -35 dBm | fbf_2
 2769 MHz |  727 | -67 dBm | -35 dBm | Pass
 2772 MHz |  882 | -67 dBm | -35 dBm | Pass
 2775 MHz | 1160 | -67 dBm | -35 dBm | Pass
 2778 MHz |  724 | -67 dBm | -35 dBm | Pass
 2781 MHz |  268 | -67 dBm | -35 dBm | fbf_1
 2784 MHz | 1207 | -67 dBm | -35 dBm | Pass
 2787 MHz |  495 | -67 dBm | -35 dBm | Pass
 2790 MHz |   80 | -67 dBm | -35 dBm | fbf_1
 2793 MHz |  575 | -67 dBm | -35 dBm | Pass
 2796 MHz |   17 | -67 dBm | -35 dBm | fbf_1
 2799 MHz | 1197 | -67 dBm | -35 dBm | Pass
 2802 MHz |  860 | -67 dBm | -35 dBm | Pass
 2805 MHz |  180 | -67 dBm | -35 dBm | fbf_2
 2808 MHz |  256 | -67 dBm | -35 dBm | fbf_1
 2811 MHz |  687 | -67 dBm | -35 dBm | Pass
 2814 MHz |  926 | -67 dBm | -35 dBm | Pass
 2817 MHz | 1184 | -67 dBm | -35 dBm | Pass
 2820 MHz |  728 | -67 dBm | -35 dBm | Pass
 2823 MHz | 1318 | -67 dBm | -35 dBm | Pass
 2826 MHz | 1433 | -67 dBm | -35 dBm | Pass
 2829 MHz | 1068 | -67 dBm | -35 dBm | Pass
 2832 MHz | 1424 | -67 dBm | -35 dBm | Pass
 2835 MHz |  176 | -67 dBm | -35 dBm | fbf_1
 2838 MHz |   16 | -67 dBm | -35 dBm | fbf_1
 2841 MHz |  338 | -67 dBm | -35 dBm | fbf_1
 2844 MHz | 1042 | -67 dBm | -35 dBm | Pass
 2847 MHz |  649 | -67 dBm | -35 dBm | Pass
 2850 MHz |  674 | -67 dBm | -35 dBm | Pass
 2853 MHz | 1117 | -67 dBm | -35 dBm | Pass
 2856 MHz |  176 | -67 dBm | -35 dBm | fbf_1
 2859 MHz |  385 | -67 dBm | -35 dBm | fbf_1
 2862 MHz | 1205 | -67 dBm | -35 dBm | Pass
 2865 MHz |  955 | -67 dBm | -35 dBm | Pass
 2868 MHz | 1467 | -67 dBm | -35 dBm | Pass
 2871 MHz |  705 | -67 dBm | -35 dBm | Pass
 2874 MHz |  421 | -67 dBm | -35 dBm | fbf_1
 2877 MHz |  261 | -67 dBm | -35 dBm | fbf_1
 2880 MHz | 1054 | -67 dBm | -35 dBm | Pass
 2883 MHz | 1268 | -67 dBm | -35 dBm | Pass
 2886 MHz |  517 | -67 dBm | -35 dBm | Pass
 2889 MHz | 1100 | -67 dBm | -35 dBm | Pass
 2892 MHz | 1453 | -67 dBm | -35 dBm | Pass
 2895 MHz |  361 | -67 dBm | -35 dBm | fbf_2
 2898 MHz |  795 | -67 dBm | -35 dBm | Pass
 2901 MHz | 1116 | -67 dBm | -35 dBm | Pass
 2904 MHz |  634 | -67 dBm | -35 dBm | Pass
 2907 MHz | 1489 | -67 dBm | -35 dBm | Pass
 2910 MHz |  461 | -67 dBm | -35 dBm | fbf_1
 2913 MHz | 1237 | -67 dBm | -35 dBm | Pass
 2916 MHz |  790 | -67 dBm | -35 dBm | Pass
 2919 MHz | 1263 | -67 dBm | -35 dBm | Pass
 2922 MHz |  357 | -67 dBm | -35 dBm | fbf_1
 2925 MHz | 1060 | -67 dBm | -35 dBm | Pass
 2928 MHz | 1001 | -67 dBm | -35 dBm | Pass
 2931 MHz |  111 | -67 dBm | -35 dBm | fbf_1
 2934 MHz |  557 | -67 dBm | -35 dBm | Pass
 2937 MHz | 1332 | -67 dBm | -35 dBm | Pass
 2940 MHz |  794 | -67 dBm | -35 dBm | Pass
 2943 MHz |  433 | -67 dBm | -35 dBm | fbf_1
 2946 MHz | 1099 | -67 dBm | -35 dBm | Pass
 2949 MHz | 1203 | -67 dBm | -35 dBm | Pass
 2952 MHz |  314 | -67 dBm | -35 dBm | fbf_1
 2955 MHz |  167 | -67 dBm | -35 dBm | fbf_2
 2958 MHz | 1032 | -67 dBm | -35 dBm | Pass
 2961 MHz |  706 | -67 dBm | -35 dBm | Pass
 2964 MHz | 1488 | -67 dBm | -35 dBm | Pass
 2967 MHz |  366 | -67 dBm | -35 dBm | fbf_2
 2970 MHz |   72 | -67 dBm | -35 dBm | fbf_1
 2973 MHz | 1430 | -67 dBm | -35 dBm | Pass
 2976 MHz |  472 | -67 dBm | -35 dBm | Pass
 2979 MHz | 1072 | -67 dBm | -35 dBm | Pass
 2982 MHz |  366 | -67 dBm | -35 dBm | fbf_2
 2985 MHz |  968 | -67 dBm | -35 dBm | Pass
 2988 MHz |  874 | -67 dBm | -35 dBm | Pass
 2991 MHz |  477 | -67 dBm | -35 dBm | Pass
 2994 MHz |  536 | -67 dBm | -35 dBm | Pass
 2997 MHz |  119 | -67 dBm | -35 dBm | fbf_1
 3000 MHz |  413 | -67 dBm | -30 dBm | fbf_2
 3025 MHz | 1220 | -67 dBm | -30 dBm | Pass
 3050 MHz |  426 | -67 dBm | -30 dBm | fbf_2
 3075 MHz |  224 | -67 dBm | -30 dBm | fbf_2
 3100 MHz |  731 | -67 dBm | -30 dBm | Pass
 3125 MHz | 1000 | -67 dBm | -30 dBm | Pass
 3150 MHz | 1324 | -67 dBm | -30 dBm | Pass
 3175 MHz |  497 | -67 dBm | -30 dBm | Pass
 3200 MHz | 1133 | -67 dBm | -30 dBm | Pass
 3225 MHz |  875 | -67 dBm | -30 dBm | Pass
 3250 MHz | 1425 | -67 dBm | -30 dBm | Pass
 3275 MHz | 1287 | -67 dBm | -30 dBm | Pass
 3300 MHz |  522 | -67 dBm | -30 dBm | Pass
 3325 MHz |  617 | -67 dBm | -30 dBm | Pass
 3350 MHz |   45 | -67 dBm | -30 dBm | fbf_1
 3375 MHz |   54 | -67 dBm | -30 dBm | fbf_1
 3400 MHz | 1018 | -67 dBm | -30 dBm | Pass
 3425 MHz |  476 | -67 dBm | -30 dBm | Pass
 3450 MHz | 1281 | -67 dBm | -30 dBm | Pass
 3475 MHz |  999 | -67 dBm | -30 dBm | Pass
 3500 MHz |  563 | -67 dBm | -30 dBm | Pass
 3525 MHz |   77 | -67 dBm | -30 dBm | fbf_2
 3550 MHz |    8 | -67 dBm | -30 dBm | fbf_1
 3575 MHz | 1037 | -67 dBm | -30 dBm | Pass
 3600 MHz | 1213 | -67 dBm | -30 dBm | Pass
 3625 MHz |  804 | -67 dBm | -30 dBm | Pass
 3650 MHz |   21 | -67 dBm | -30 dBm | fbf_1
 3675 MHz |  472 | -67 dBm | -30 dBm | Pass
 3700 MHz | 1190 | -67 dBm | -30 dBm | Pass
 3725 MHz | 1386 | -67 dBm | -30 dBm | Pass
 3750 MHz | 1113 | -67 dBm | -30 dBm | Pass
 3775 MHz |  137 | -67 dBm | -30 dBm | fbf_2
 3800 MHz |  223 | -67 dBm | -30 dBm | fbf_1
 3825 MHz |  594 | -67 dBm | -30 dBm | Pass
 3850 MHz |  269 | -67 dBm | -30 dBm | fbf_2
 3875 MHz |  399 | -67 dBm | -30 dBm | fbf_2
 3900 MHz |  568 | -67 dBm | -30 dBm | Pass
 3925 MHz |  920 | -67 dBm | -30 dBm | Pass
 3950 MHz |  374 | -67 dBm | -30 dBm | fbf_1
 3975 MHz |  643 | -67 dBm | -30 dBm | Pass
 4000 MHz |  464 | -67 dBm | -30 dBm | Pass
 4025 MHz | 1129 | -67 dBm | -30 dBm | Pass
 4050 MHz | 1192 | -67 dBm | -30 dBm | Pass
 4075 MHz |   23 | -67 dBm | -30 dBm | fbf_2
 4100 MHz |  915 | -67 dBm | -30 dBm | Pass
 4125 MHz |  232 | -67 dBm | -30 dBm | fbf_2
 4150 MHz | 1054 | -67 dBm | -30 dBm | Pass
 4175 MHz |  313 | -67 dBm | -30 dBm | fbf_1
 4200 MHz |  216 | -67 dBm | -30 dBm | fbf_1
 4225 MHz | 1263 | -67 dBm | -30 dBm | Pass
 4250 MHz |  760 | -67 dBm | -30 dBm | Pass
 4275 MHz |  240 | -67 dBm | -30 dBm | fbf_1
 4300 MHz |  493 | -67 dBm | -30 dBm | Pass
 4325 MHz | 1370 | -67 dBm | -30 dBm | Pass
 4350 MHz | 1491 | -67 dBm | -30 dBm | Pass
 4375 MHz | 1200 | -67 dBm | -30 dBm | Pass
 4400 MHz |  211 | -67 dBm | -30 dBm | fbf_1
 4425 MHz |  523 | -67 dBm | -30 dBm | Pass
 4450 MHz | 1403 | -67 dBm | -30 dBm | Pass
 4475 MHz |  555 | -67 dBm | -30 dBm | Pass
 4500 MHz |   20 | -67 dBm | -30 dBm | fbf_2
 4525 MHz |  405 | -67 dBm | -30 dBm | fbf_1
 4550 MHz |  891 | -67 dBm | -30 dBm | Pass
 4575 MHz |  167 | -67 dBm | -30 dBm | fbf_1
 4600 MHz |  273 | -67 dBm | -30 dBm | fbf_1
 4625 MHz | 1209 | -67 dBm | -30 dBm | Pass
 4650 MHz | 1276 | -67 dBm | -30 dBm | Pass
 4675 MHz |  400 | -67 dBm | -30 dBm | fbf_1
 4700 MHz | 1461 | -67 dBm | -30 dBm | Pass
 4725 MHz |  180 | -67 dBm | -30 dBm | fbf_2
 4750 MHz | 1106 | -67 dBm | -30 dBm | Pass
 4775 MHz |  381 | -67 dBm | -30 dBm | fbf_1
 4800 MHz |  892 | -67 dBm | -30 dBm | Pass
 4825 MHz |  767 | -67 dBm | -30 dBm | Pass
 4850 MHz |  880 | -67 dBm | -30 dBm | Pass
 4875 MHz | 1060 | -67 dBm | -30 dBm | Pass
 4900 MHz |   59 | -67 dBm | -30 dBm | fbf_1
 4925 MHz |  747 | -67 dBm | -30 dBm | Pass
 4950 MHz |  829 | -67 dBm | -30 dBm | Pass
 4975 MHz |  806 | -67 dBm | -30 dBm | Pass
 5000 MHz |  880 | -67 dBm | -30 dBm | Pass
 5025 MHz | 1074 | -67 dBm | -30 dBm | Pass
 5050 MHz |   59 | -67 dBm | -30 dBm | fbf_1
 5075 MHz |  310 | -67 dBm | -30 dBm | fbf_2
 5100 MHz |  387 | -67 dBm | -30 dBm | fbf_2
 5125 MHz |  829 | -67 dBm | -30 dBm | Pass
 5150 MHz | 1013 | -67 dBm | -30 dBm | Pass
 5175 MHz |  181 | -67 dBm | -30 dBm | fbf_1
 5200 MHz |  844 | -67 dBm | -30 dBm | Pass
 5225 MHz |  383 | -67 dBm | -30 dBm | fbf_1
 5250 MHz |  182 | -67 dBm | -30 dBm | fbf_1
 5275 MHz |  879 | -67 dBm | -30 dBm | Pass
 5300 MHz |  224 | -67 dBm | -30 dBm | fbf_2
 5325 MHz |  416 | -67 dBm | -30 dBm | fbf_1
 5350 MHz |  515 | -67 dBm | -30 dBm | Pass
 5375 MHz | 1293 | -67 dBm | -30 dBm | Pass
 5400 MHz |  258 | -67 dBm | -30 dBm | fbf_1
 5425 MHz | 1399 | -67 dBm | -30 dBm | Pass
 5450 MHz | 1112 | -67 dBm | -30 dBm | Pass
 5475 MHz |  309 | -67 dBm | -30 dBm | fbf_1
 5500 MHz |  944 | -67 dBm | -30 dBm | Pass
 5525 MHz |  692 | -67 dBm | -30 dBm | Pass
 5550 MHz |  133 | -67 dBm | -30 dBm | fbf_2
 5575 MHz |  457 | -67 dBm | -30 dBm | fbf_1
 5600 MHz |  355 | -67 dBm | -30 dBm | fbf_1
 5625 MHz |  643 | -67 dBm | -30 dBm | Pass
 5650 MHz | 1436 | -67 dBm | -30 dBm | Pass
 5675 MHz |  316 | -67 dBm | -30 dBm | fbf_1
 5700 MHz |  148 | -67 dBm | -30 dBm | fbf_1
 5725 MHz |  346 | -67 dBm | -30 dBm | fbf_1
 5750 MHz | 1223 | -67 dBm | -30 dBm | Pass
 5775 MHz |  152 | -67 dBm | -30 dBm | fbf_1
 5800 MHz | 1227 | -67 dBm | -30 dBm | Pass
