*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
 1600 MHz | 1361 | -67 dBm | -30 dBm | Pass
 1610 MHz |  243 | -67 dBm | -30 dBm | fbf_2
 1620 MHz |  886 | -67 dBm | -30 dBm | Pass
 1630 MHz | 1315 | -67 dBm | -30 dBm | Pass
 1640 MHz |  336 | -67 dBm | -30 dBm | fbf_1
 1650 MHz |  893 | -67 dBm | -30 dBm | Pass
 1660 MHz |  290 | -67 dBm | -30 dBm | fbf_2
 1670 MHz |   27 | -67 dBm | -30 dBm | fbf_1
 1680 MHz | 1409 | -67 dBm | -30 dBm | Pass
 1690 MHz |  849 | -67 dBm | -30 dBm | Pass
 1700 MHz |  961 | -67 dBm | -30 dBm | Pass
 1710 MHz |  260 | -67 dBm | -30 dBm | fbf_1
 1720 MHz |  642 | -67 dBm | -30 dBm | Pass
 1730 MHz |  419 | -67 dBm | -30 dBm | fbf_1
 1740 MHz |  495 | -67 dBm | -30 dBm | Pass
 1750 MHz | 1387 | -67 dBm | -30 dBm | Pass
 1760 MHz | 1352 | -67 dBm | -30 dBm | Pass
 1770 MHz |  119 | -67 dBm | -30 dBm | fbf_1
 1780 MHz |  179 | -67 dBm | -30 dBm | fbf_1
 1790 MHz | 1103 | -67 dBm | -30 dBm | Pass
 1800 MHz |  885 | -67 dBm | -30 dBm | Pass
 1810 MHz | 1369 | -67 dBm | -30 dBm | Pass
 1820 MHz |  263 | -67 dBm | -30 dBm | fbf_2
 1830 MHz |  859 | -67 dBm | -30 dBm | Pass
 1840 MHz |  307 | -67 dBm | -30 dBm | fbf_2
 1850 MHz |  423 | -67 dBm | -30 dBm | fbf_2
 1860 MHz |  931 | -67 dBm | -30 dBm | Pass
 1870 MHz |  984 | -67 dBm | -30 dBm | Pass
 1880 MHz | 1457 | -67 dBm | -30 dBm | Pass
 1890 MHz | 1115 | -67 dBm | -30 dBm | Pass
 1900 MHz |  866 | -67 dBm | -30 dBm | Pass
 1910 MHz |  359 | -67 dBm | -30 dBm | fbf_2
 1920 MHz |  163 | -67 dBm | -30 dBm | fbf_1
 1930 MHz |  835 | -67 dBm | -30 dBm | Pass
 1940 MHz | 1138 | -67 dBm | -30 dBm | Pass
 1950 MHz |  673 | -67 dBm | -30 dBm | Pass
 1960 MHz | 1239 | -67 dBm | -30 dBm | Pass
 1970 MHz |  590 | -67 dBm | -30 dBm | Pass
 1980 MHz |  850 | -67 dBm | -30 dBm | Pass
 1990 MHz |  986 | -67 dBm | -30 dBm | Pass
 2000 MHz |   86 | -67 dBm | -30 dBm | fbf_2
 2003 MHz |  319 | -67 dBm | -35 dBm | fbf_1
 2006 MHz |  304 | -67 dBm | -35 dBm | fbf_1
 2009 MHz |  867 | -67 dBm | -35 dBm | Pass
 2012 MHz | 1409 | -67 dBm | -35 dBm | Pass
 2015 MHz | 1170 | -67 dBm | -35 dBm | Pass
 2018 MHz |  129 | -67 dBm | -35 dBm | fbf_1
 2021 MHz | 1014 | -67 dBm | -35 dBm | Pass
 2024 MHz |  687 | -67 dBm | -35 dBm | Pass
 2027 MHz | 1439 | -67 dBm | -35 dBm | Pass
 2030 MHz | 1420 | -67 dBm | -35 dBm | Pass
 2033 MHz |  843 | -67 dBm | -35 dBm | Pass
 2036 MHz |  349 | -67 dBm | -35 dBm | fbf_2
 2039 MHz |  452 | -67 dBm | -35 dBm | fbf_2
 2042 MHz |  702 | -67 dBm | -35 dBm | Pass
 2045 MHz |  178 | -67 dBm | -35 dBm | fbf_2
 2048 MHz |  572 | -67 dBm | -35 dBm | Pass
 2051 MHz | 1017 | -67 dBm | -35 dBm | Pass
 2054 MHz |  460 | -67 dBm | -35 dBm | fbf_1
 2057 MHz |    9 | -67 dBm | -35 dBm | fbf_2
 2060 MHz |  623 | -67 dBm | -35 dBm | Pass
 2063 MHz |  865 | -67 dBm | -35 dBm | Pass
 2066 MHz |  124 | -67 dBm | -35 dBm | fbf_1
 2069 MHz |  323 | -67 dBm | -35 dBm | fbf_2
 2072 MHz |   37 | -67 dBm | -35 dBm | fbf_1
 2075 MHz | 1306 | -67 dBm | -35 dBm | Pass
 2078 MHz | 1318 | -67 dBm | -35 dBm | Pass
 2081 MHz |  602 | -67 dBm | -35 dBm | Pass
 2084 MHz | 1254 | -67 dBm | -35 dBm | Pass
 2087 MHz |  521 | -67 dBm | -35 dBm | Pass
 2090 MHz |  631 | -67 dBm | -35 dBm | Pass
 2093 MHz | 1253 | -67 dBm | -35 dBm | Pass
 2096 MHz |  587 | -67 dBm | -35 dBm | Pass
 2099 MHz |   76 | -67 dBm | -35 dBm | fbf_1
 2102 MHz |  365 | -67 dBm | -35 dBm | fbf_2
 2105 MHz | 1485 | -67 dBm | -35 dBm | Pass
 2108 MHz | 1037 | -67 dBm | -35 dBm | Pass
 2111 MHz |  954 | -67 dBm | -35 dBm | Pass
 2114 MHz | 1117 | -67 dBm | -35 dBm | Pass
 2117 MHz |  575 | -67 dBm | -35 dBm | Pass
 2120 MHz | 1026 | -67 dBm | -35 dBm | Pass
 2123 MHz |  708 | -67 dBm | -35 dBm | Pass
 2126 MHz |  940 | -67 dBm | -35 dBm | Pass
 2129 MHz |  385 | -67 dBm | -35 dBm | fbf_1
 2132 MHz | 1277 | -67 dBm | -35 dBm | Pass
 2135 MHz | 1099 | -67 dBm | -35 dBm | Pass
 2138 MHz | 1327 | -67 dBm | -35 dBm | Pass
 2141 MHz |  827 | -67 dBm | -35 dBm | Pass
 2144 MHz |  606 | -67 dBm | -35 dBm | Pass
 2147 MHz |  555 | -67 dBm | -35 dBm | Pass
 2150 MHz |  403 | -67 dBm | -35 dBm | fbf_1
 2153 MHz | 1121 | -67 dBm | -35 dBm | Pass
 2156 MHz |  494 | -67 dBm | -35 dBm | Pass
 2159 MHz |   76 | -67 dBm | -35 dBm | fbf_1
 2162 MHz |  566 | -67 dBm | -35 dBm | Pass
 2165 MHz |  258 | -67 dBm | -35 dBm | fbf_2
 2168 MHz | 1173 | -67 dBm | -35 dBm | Pass
 2171 MHz | 1045 | -67 dBm | -35 dBm | Pass
 2174 MHz |  303 | -67 dBm | -35 dBm | fbf_1
 2177 MHz |  364 | -67 dBm | -35 dBm | fbf_2
 2180 MHz |  239 | -67 dBm | -35 dBm | fbf_2
 2183 MHz |  943 | -67 dBm | -35 dBm | Pass
 2186 MHz |  979 | -67 dBm | -35 dBm | Pass
 2189 MHz | 1064 | -67 dBm | -35 dBm | Pass
 2192 MHz |  195 | -67 dBm | -35 dBm | fbf_1
 2195 MHz |  364 | -67 dBm | -35 dBm | fbf_1
 2198 MHz | 1142 | -67 dBm | -35 dBm | Pass
 2201 MHz |    8 | -67 dBm | -35 dBm | fbf_1
 2204 MHz |  981 | -67 dBm | -35 dBm | Pass
 2207 MHz |  340 | -67 dBm | -35 dBm | fbf_1
 2210 MHz | 1138 | -67 dBm | -35 dBm | Pass
 2213 MHz |  457 | -67 dBm | -35 dBm | fbf_2
 2216 MHz |  271 | -67 dBm | -35 dBm | fbf_1
 2219 MHz |  899 | -67 dBm | -35 dBm | Pass
 2222 MHz |  766 | -67 dBm | -35 dBm | Pass
 2225 MHz | 1321 | -67 dBm | -35 dBm | Pass
 2228 MHz |  507 | -67 dBm | -35 dBm | Pass
 2231 MHz |  507 | -67 dBm | -35 dBm | Pass
 2234 MHz | 1399 | -67 dBm | -35 dBm | Pass
 2237 MHz | 1078 | -67 dBm | -35 dBm | Pass
 2240 MHz |  362 | -67 dBm | -35 dBm | fbf_1
 2243 MHz | 1440 | -67 dBm | -35 dBm | Pass
 2246 MHz |  247 | -67 dBm | -35 dBm | fbf_2
 2249 MHz | 1197 | -67 dBm | -35 dBm | Pass
 2252 MHz | 1126 | -67 dBm | -35 dBm | Pass
 2255 MHz |  721 | -67 dBm | -35 dBm | Pass
 2258 MHz |  228 | -67 dBm | -35 dBm | fbf_2
 2261 MHz |  558 | -67 dBm | -35 dBm | Pass
 2264 MHz |  968 | -67 dBm | -35 dBm | Pass
 2267 MHz | 1460 | -67 dBm | -35 dBm | Pass
 2270 MHz |  697 | -67 dBm | -35 dBm | Pass
 2273 MHz |  230 | -67 dBm | -35 dBm | fbf_1
 2276 MHz | 1423 | -67 dBm | -35 dBm | Pass
 2279 MHz |  775 | -67 dBm | -35 dBm | Pass
 2282 MHz |  433 | -67 dBm | -35 dBm | fbf_2
 2285 MHz |  806 | -67 dBm | -35 dBm | Pass
 2288 MHz |  744 | -67 dBm | -35 dBm | Pass
 2291 MHz | 1464 | -67 dBm | -35 dBm | Pass
 2294 MHz |  879 | -67 dBm | -35 dBm | Pass
 2297 MHz |  208 | -67 dBm | -35 dBm | fbf_1
 2300 MHz | 1146 | -67 dBm | -35 dBm | Pass
 2303 MHz |   88 | -67 dBm | -35 dBm | fbf_1
 2306 MHz |  372 | -67 dBm | -35 dBm | fbf_1
 2309 MHz |  725 | -67 dBm | -35 dBm | Pass
 2312 MHz |  163 | -67 dBm | -35 dBm | fbf_1
 2315 MHz |  561 | -67 dBm | -35 dBm | Pass
 2318 MHz |   82 | -67 dBm | -35 dBm | fbf_2
 2321 MHz |    7 | -67 dBm | -35 dBm | fbf_1
 2324 MHz |   84 | -67 dBm | -35 dBm | fbf_1
 2327 MHz |  813 | -67 dBm | -35 dBm | Pass
 2330 MHz | 1008 | -67 dBm | -35 dBm | Pass
 2333 MHz |  793 | -67 dBm | -35 dBm | Pass
 2336 MHz |  756 | -67 dBm | -35 dBm | Pass
 2339 MHz | 1021 | -67 dBm | -35 dBm | Pass
 2342 MHz | 1409 | -67 dBm | -35 dBm | Pass
 2345 MHz | 1216 | -67 dBm | -35 dBm | Pass
 2348 MHz |  353 | -67 dBm | -35 dBm | fbf_1
 2351 MHz | 1043 | -67 dBm | -35 dBm | Pass
 2354 MHz | 1077 | -67 dBm | -35 dBm | Pass
 2357 MHz |  718 | -67 dBm | -35 dBm | Pass
 2360 MHz |  998 | -67 dBm | -35 dBm | Pass
 2363 MHz | 1070 | -67 dBm | -35 dBm | Pass
 2366 MHz | 1489 | -67 dBm | -35 dBm | Pass
 2369 MHz |  479 | -67 dBm | -35 dBm | Pass
 2372 MHz | 1449 | -67 dBm | -35 dBm | Pass
 2375 MHz |  115 | -67 dBm | -35 dBm | fbf_1
 2378 MHz |   66 | -67 dBm | -35 dBm | fbf_1
 2381 MHz |  415 | -67 dBm | -35 dBm | fbf_1
 2384 MHz |  382 | -67 dBm | -35 dBm | fbf_1
 2387 MHz |   64 | -67 dBm | -35 dBm | fbf_1
 2390 MHz |  156 | -67 dBm | -35 dBm | fbf_1
 2393 MHz |  729 | -67 dBm | -35 dBm | Pass
 2396 MHz | 1187 | -67 dBm | -35 dBm | Pass
 2399 MHz |  103 | -67 dBm | -35 dBm | fbf_1
 2484 MHz |  634 | -67 dBm | -35 dBm | Pass
 2487 MHz |  282 | -67 dBm | -35 dBm | fbf_1
 2490 MHz | 1473 | -67 dBm | -35 dBm | Pass
 2493 MHz | 1034 | -67 dBm | -35 dBm | Pass
 2496 MHz | 1374 | -67 dBm | -35 dBm | Pass
 2499 MHz |  773 | -67 dBm | -35 dBm | Pass
 2502 MHz | 1099 | -67 dBm | -35 dBm | Pass
 2505 MHz |  411 | -67 dBm | -35 dBm | fbf_1
 2508 MHz |  952 | -67 dBm | -35 dBm | Pass
 2511 MHz | 1269 | -67 dBm | -35 dBm | Pass
 2514 MHz | 1443 | -67 dBm | -35 dBm | Pass
 2517 MHz |  108 | -67 dBm | -35 dBm | fbf_2
 2520 MHz |  830 | -67 dBm | -35 dBm | Pass
 2523 MHz | 1381 | -67 dBm | -35 dBm | Pass
 2526 MHz |   48 | -67 dBm | -35 dBm | fbf_1
 2529 MHz | 1290 | -67 dBm | -35 dBm | Pass
 2532 MHz |  850 | -67 dBm | -35 dBm | Pass
 2535 MHz |  126 | -67 dBm | -35 dBm | fbf_2
 2538 MHz |   73 | -67 dBm | -35 dBm | fbf_2
 2541 MHz |  668 | -67 dBm | -35 dBm | Pass
 2544 MHz | 1022 | -67 dBm | -35 dBm | Pass
 2547 MHz | 1117 | -67 dBm | -35 dBm | Pass
 2550 MHz | 1375 | -67 dBm | -35 dBm | Pass
 2553 MHz |  752 | -67 dBm | -35 dBm | Pass
 2556 MHz |  456 | -67 dBm | -35 dBm | fbf_2
 2559 MHz |  811 | -67 dBm | -35 dBm | Pass
 2562 MHz | 1442 | -67 dBm | -35 dBm | Pass
 2565 MHz |  478 | -67 dBm | -35 dBm | Pass
 2568 MHz |  388 | -67 dBm | -35 dBm | fbf_2
 2571 MHz |  862 | -67 dBm | -35 dBm | Pass
 2574 MHz | 1169 | -67 dBm | -35 dBm | Pass
 2577 MHz |  482 | -67 dBm | -35 dBm | Pass
 2580 MHz | 1188 | -67 dBm | -35 dBm | Pass
 2583 MHz |  576 | -67 dBm | -35 dBm | Pass
 2586 MHz |  878 | -67 dBm | -35 dBm | Pass
 2589 MHz | 1132 | -67 dBm | -35 dBm | Pass
 2592 MHz | 1250 | -67 dBm | -35 dBm | Pass
 2595 MHz |  485 | -67 dBm | -35 dBm | Pass
 2598 MHz |  463 | -67 dBm | -35 dBm | Pass
 2601 MHz |  238 | -67 dBm | -35 dBm | fbf_1
 2604 MHz |  481 | -67 dBm | -35 dBm | Pass
 2607 MHz | 1260 | -67 dBm | -35 dBm | Pass
 2610 MHz |  375 | -67 dBm | -35 dBm | fbf_1
 2613 MHz | 1021 | -67 dBm | -35 dBm | Pass
 2616 MHz | 1187 | -67 dBm | -35 dBm | Pass
 2619 MHz |  962 | -67 dBm | -35 dBm | Pass
 2622 MHz |  716 | -67 dBm | -35 dBm | Pass
 2625 MHz |  124 | -67 dBm | -35 dBm | fbf_1
 2628 MHz | 1361 | -67 dBm | -35 dBm | Pass
 2631 MHz |   17 | -67 dBm | -35 dBm | fbf_1
 2634 MHz |  900 | -67 dBm | -35 dBm | Pass
 2637 MHz |  984 | -67 dBm | -35 dBm | Pass
 2640 MHz |  950 | -67 dBm | -35 dBm | Pass
 2643 MHz |  910 | -67 dBm | -35 dBm | Pass
 2646 MHz |  102 | -67 dBm | -35 dBm | fbf_1
 2649 MHz | 1365 | -67 dBm | -35 dBm | Pass
 2652 MHz | 1007 | -67 dBm | -35 dBm | Pass
 2655 MHz | 1458 | -67 dBm | -35 dBm | Pass
 2658 MHz |  661 | -67 dBm | -35 dBm | Pass
 2661 MHz |  503 | -67 dBm | -35 dBm | Pass
 2664 MHz |  580 | -67 dBm | -35 dBm | Pass
 2667 MHz |  775 | -67 dBm | -35 dBm | Pass
 2670 MHz |  753 | -67 dBm | -35 dBm | Pass
 2673 MHz |  145 | -67 dBm | -35 dBm | fbf_2
 2676 MHz |  276 | -67 dBm | -35 dBm | fbf_2
 2679 MHz |   51 | -67 dBm | -35 dBm | fbf_2
 2682 MHz |  540 | -67 dBm | -35 dBm | Pass
 2685 MHz |  139 | -67 dBm | -35 dBm | fbf_2
 2688 MHz |  519 | -67 dBm | -35 dBm | Pass
 2691 MHz |  412 | -67 dBm | -35 dBm | fbf_2
 2694 MHz | 1467 | -67 dBm | -35 dBm | Pass
 2697 MHz | 1277 | -67 dBm | -35 dBm | Pass
 2700 MHz | 1004 | -67 dBm | -35 dBm | Pass
 2703 MHz |  138 | -67 dBm | -35 dBm | fbf_1
 2706 MHz |  888 | -67 dBm | -35 dBm | Pass
 2709 MHz |  577 | -67 dBm | -35 dBm | Pass
 2712 MHz |  662 | -67 dBm | -35 dBm | Pass
 2715 MHz | 1090 | -67 dBm | -35 dBm | Pass
 2718 MHz | 1381 | -67 dBm | -35 dBm | Pass
 2721 MHz |   69 | -67 dBm | -35 dBm | fbf_1
 2724 MHz |  121 | -67 dBm | -35 dBm | fbf_2
 2727 MHz |  171 | -67 dBm | -35 dBm | fbf_1
 2730 MHz | 1190 | -67 dBm | -35 dBm | Pass
 2733 MHz | 1334 | -67 dBm | -35 dBm | Pass
 2736 MHz | 1307 | -67 dBm | -35 dBm | Pass
 2739 MHz | 1360 | -67 dBm | -35 dBm | Pass
 2742 MHz |   40 | -67 dBm | -35 dBm | fbf_1
 2745 MHz |  260 | -67 dBm | -35 dBm | fbf_1
 2748 MHz |  104 | -67 dBm | -35 dBm | fbf_1
 2751 MHz | 1254 | -67 dBm | -35 dBm | Pass
 2754 MHz |  562 | -67 dBm | -35 dBm | Pass
 2757 MHz | 1148 | -67 dBm | -35 dBm | Pass
 2760 MHz | 1163 | -67 dBm | -35 dBm | Pass
 2763 MHz |  523 | -67 dBm | -35 dBm | Pass
 2766 MHz |   31 | -67 dBm | -35 dBm | fbf_2
 2769 MHz | 1171 | -67 dBm | -35 dBm | Pass
 2772 MHz | 1273 | -67 dBm | -35 dBm | Pass
 2775 MHz | 1455 | -67 dBm | -35 dBm | Pass
 2778 MHz |  591 | -67 dBm | -35 dBm | Pass
 2781 MHz |   70 | -67 dBm | -35 dBm | fbf_1
 2784 MHz |  823 | -67 dBm | -35 dBm | Pass
 2787 MHz |  333 | -67 dBm | -35 dBm | fbf_1
 2790 MHz |  176 | -67 dBm | -35 dBm | fbf_1
 2793 MHz |  926 | -67 dBm | -35 dBm | Pass
 2796 MHz |  150 | -67 dBm | -35 dBm | fbf_1
 2799 MHz |  574 | -67 dBm | -35 dBm | Pass
 2802 MHz |  784 | -67 dBm | -35 dBm | Pass
 2805 MHz |  862 | -67 dBm | -35 dBm | Pass
 2808 MHz |  147 | -67 dBm | -35 dBm | fbf_1
 2811 MHz |  773 | -67 dBm | -35 dBm | Pass
 2814 MHz | 1140 | -67 dBm | -35 dBm | Pass
 2817 MHz |  464 | -67 dBm | -35 dBm | Pass
 2820 MHz |  802 | -67 dBm | -35 dBm | Pass
 2823 MHz |  349 | -67 dBm | -35 dBm | fbf_1
 2826 MHz |  793 | -67 dBm | -35 dBm | Pass
 2829 MHz |  262 | -67 dBm | -35 dBm | fbf_1
 2832 MHz |  688 | -67 dBm | -35 dBm | Pass
 2835 MHz |  924 | -67 dBm | -35 dBm | Pass
 2838 MHz |    9 | -67 dBm | -35 dBm | fbf_2
 2841 MHz |  386 | -67 dBm | -35 dBm | fbf_1
 2844 MHz |  580 | -67 dBm | -35 dBm | Pass
 2847 MHz | 1490 | -67 dBm | -35 dBm | Pass
 2850 MHz | 1164 | -67 dBm | -35 dBm | Pass
 2853 MHz | 1180 | -67 dBm | -35 dBm | Pass
 2856 MHz |  350 | -67 dBm | -35 dBm | fbf_1
 2859 MHz | 1147 | -67 dBm | -35 dBm | Pass
 2862 MHz |  343 | -67 dBm | -35 dBm | fbf_1
 2865 MHz |   16 | -67 dBm | -35 dBm | fbf_2
 2868 MHz |  672 | -67 dBm | -35 dBm | Pass
 2871 MHz |  957 | -67 dBm | -35 dBm | Pass
 2874 MHz |  486 | -67 dBm | -35 dBm | Pass
 2877 MHz |   13 | -67 dBm | -35 dBm | fbf_2
 2880 MHz |  714 | -67 dBm | -35 dBm | Pass
 2883 MHz |  739 | -67 dBm | -35 dBm | Pass
 2886 MHz |  662 | -67 dBm | -35 dBm | Pass
 2889 MHz | 1267 | -67 dBm | -35 dBm | Pass
 2892 MHz | 1336 | -67 dBm | -35 dBm | Pass
 2895 MHz |  308 | -67 dBm | -35 dBm | fbf_1
 2898 MHz |  132 | -67 dBm | -35 dBm | fbf_1
 2901 MHz | 1119 | -67 dBm | -35 dBm | Pass
 2904 MHz | 1275 | -67 dBm | -35 dBm | Pass
 2907 MHz | 1289 | -67 dBm | -35 dBm | Pass
 2910 MHz |  552 | -67 dBm | -35 dBm | Pass
 2913 MHz |  400 | -67 dBm | -35 dBm | fbf_1
 2916 MHz |  823 | -67 dBm | -35 dBm | Pass
 2919 MHz |  941 | -67 dBm | -35 dBm | Pass
 2922 MHz | 1493 | -67 dBm | -35 dBm | Pass
 2925 MHz |  727 | -67 dBm | -35 dBm | Pass
 2928 MHz |  725 | -67 dBm | -35 dBm | Pass
 2931 MHz |  140 | -67 dBm | -35 dBm | fbf_1
 2934 MHz |  313 | -67 dBm | -35 dBm | fbf_1
 2937 MHz | 1370 | -67 dBm | -35 dBm | Pass
 2940 MHz |   53 | -67 dBm | -35 dBm | fbf_1
 2943 MHz |   98 | -67 dBm | -35 dBm | fbf_1
 2946 MHz | 1327 | -67 dBm | -35 dBm | Pass
 2949 MHz |   66 | -67 dBm | -35 dBm | fbf_1
 2952 MHz |  711 | -67 dBm | -35 dBm | Pass
 2955 MHz |  626 | -67 dBm | -35 dBm | Pass
 2958 MHz | 1375 | -67 dBm | -35 dBm | Pass
 2961 MHz |  522 | -67 dBm | -35 dBm | Pass
 2964 MHz |  168 | -67 dBm | -35 dBm | fbf_1
 2967 MHz | 1186 | -67 dBm | -35 dBm | Pass
 2970 MHz |  834 | -67 dBm | -35 dBm | Pass
 2973 MHz | 1325 | -67 dBm | -35 dBm | Pass
 2976 MHz |  400 | -67 dBm | -35 dBm | fbf_1
 2979 MHz |  647 | -67 dBm | -35 dBm | Pass
 2982 MHz |  275 | -67 dBm | -35 dBm | fbf_1
 2985 MHz | 1294 | -67 dBm | -35 dBm | Pass
 2988 MHz |  414 | -67 dBm | -35 dBm | fbf_1
 2991 MHz | 1188 | -67 dBm | -35 dBm | Pass
 2994 MHz |  381 | -67 dBm | -35 dBm | fbf_1
 2997 MHz |  304 | -67 dBm | -35 dBm | fbf_2
 3000 MHz |  701 | -67 dBm | -30 dBm | Pass
 3025 MHz |  273 | -67 dBm | -30 dBm | fbf_2
 3050 MHz |  512 | -67 dBm | -30 dBm | Pass
 3075 MHz |  478 | -67 dBm | -30 dBm | Pass
 3100 MHz |  257 | -67 dBm | -30 dBm | fbf_1
 3125 MHz |  415 | -67 dBm | -30 dBm | fbf_2
 3150 MHz |  326 | -67 dBm | -30 dBm | fbf_2
 3175 MHz |  116 | -67 dBm | -30 dBm | fbf_1
 3200 MHz |  410 | -67 dBm | -30 dBm | fbf_1
 3225 MHz | 1287 | -67 dBm | -30 dBm | Pass
 3250 MHz |  945 | -67 dBm | -30 dBm | Pass
 3275 MHz |  691 | -67 dBm | -30 dBm | Pass
 3300 MHz | 1074 | -67 dBm | -30 dBm | Pass
 3325 MHz | 1470 | -67 dBm | -30 dBm | Pass
 3350 MHz | 1168 | -67 dBm | -30 dBm | Pass
 3375 MHz |  435 | -67 dBm | -30 dBm | fbf_1
 3400 MHz |  464 | -67 dBm | -30 dBm | Pass
 3425 MHz |  832 | -67 dBm | -30 dBm | Pass
 3450 MHz |  810 | -67 dBm | -30 dBm | Pass
 3475 MHz | 1495 | -67 dBm | -30 dBm | Pass
 3500 MHz |  413 | -67 dBm | -30 dBm | fbf_1
 3525 MHz |  862 | -67 dBm | -30 dBm | Pass
 3550 MHz |  466 | -67 dBm | -30 dBm | Pass
 3575 MHz |  610 | -67 dBm | -30 dBm | Pass
 3600 MHz |  416 | -67 dBm | -30 dBm | fbf_2
 3625 MHz |  100 | -67 dBm | -30 dBm | fbf_1
 3650 MHz | 1126 | -67 dBm | -30 dBm | Pass
 3675 MHz |  977 | -67 dBm | -30 dBm | Pass
 3700 MHz |  136 | -67 dBm | -30 dBm | fbf_1
 3725 MHz |  389 | -67 dBm | -30 dBm | fbf_2
 3750 MHz |  750 | -67 dBm | -30 dBm | Pass
 3775 MHz |  292 | -67 dBm | -30 dBm | fbf_1
 3800 MHz | 1167 | -67 dBm | -30 dBm | Pass
 3825 MHz | 1350 | -67 dBm | -30 dBm | Pass
 3850 MHz |   25 | -67 dBm | -30 dBm | fbf_1
 3875 MHz |  553 | -67 dBm | -30 dBm | Pass
 3900 MHz |  477 | -67 dBm | -30 dBm | Pass
 3925 MHz |  502 | -67 dBm | -30 dBm | Pass
 3950 MHz |   63 | -67 dBm | -30 dBm | fbf_1
 3975 MHz |  915 | -67 dBm | -30 dBm | Pass
 4000 MHz | 1117 | -67 dBm | -30 dBm | Pass
 4025 MHz |  414 | -67 dBm | -30 dBm | fbf_1
 4050 MHz |  990 | -67 dBm | -30 dBm | Pass
 4075 MHz |  103 | -67 dBm | -30 dBm | fbf_1
 4100 MHz | 1009 | -67 dBm | -30 dBm | Pass
 4125 MHz |   70 | -67 dBm | -30 dBm | fbf_1
 4150 MHz |  995 | -67 dBm | -30 dBm | Pass
 4175 MHz |  404 | -67 dBm | -30 dBm | fbf_2
 4200 MHz | 1106 | -67 dBm | -30 dBm | Pass
 4225 MHz |  889 | -67 dBm | -30 dBm | Pass
 4250 MHz | 1412 | -67 dBm | -30 dBm | Pass
 4275 MHz |  477 | -67 dBm | -30 dBm | Pass
 4300 MHz |  672 | -67 dBm | -30 dBm | Pass
 4325 MHz |  867 | -67 dBm | -30 dBm | Pass
 4350 MHz | 1152 | -67 dBm | -30 dBm | Pass
 4375 MHz |  819 | -67 dBm | -30 dBm | Pass
 4400 MHz |  744 | -67 dBm | -30 dBm | Pass
 4425 MHz |   84 | -67 dBm | -30 dBm | fbf_1
 4450 MHz |  437 | -67 dBm | -30 dBm | fbf_1
 4475 MHz |  269 | -67 dBm | -30 dBm | fbf_1
 4500 MHz |  147 | -67 dBm | -30 dBm | fbf_2
 4525 MHz | 1011 | -67 dBm | -30 dBm | Pass
 4550 MHz |  835 | -67 dBm | -30 dBm | Pass
 4575 MHz |  724 | -67 dBm | -30 dBm | Pass
 4600 MHz |  221 | -67 dBm | -30 dBm | fbf_1
 4625 MHz |  644 | -67 dBm | -30 dBm | Pass
 4650 MHz |  767 | -67 dBm | -30 dBm | Pass
 4675 MHz |  173 | -67 dBm | -30 dBm | fbf_1
 4700 MHz |  636 | -67 dBm | -30 dBm | Pass
 4725 MHz |  850 | -67 dBm | -30 dBm | Pass
 4750 MHz |  152 | -67 dBm | -30 dBm | fbf_1
 4775 MHz |  442 | -67 dBm | -30 dBm | fbf_2
 4800 MHz |  956 | -67 dBm | -30 dBm | Pass
 4825 MHz |   55 | -67 dBm | -30 dBm | fbf_1
 4850 MHz |  184 | -67 dBm | -30 dBm | fbf_1
 4875 MHz |   10 | -67 dBm | -30 dBm | fbf_1
 4900 MHz | 1468 | -67 dBm | -30 dBm | Pass
 4925 MHz |  749 | -67 dBm | -30 dBm | Pass
 4950 MHz | 1359 | -67 dBm | -30 dBm | Pass
 4975 MHz | 1397 | -67 dBm | -30 dBm | Pass
 5000 MHz | 1459 | -67 dBm | -30 dBm | Pass
 5025 MHz |  177 | -67 dBm | -30 dBm | fbf_1
 5050 MHz | 1394 | -67 dBm | -30 dBm | Pass
 5075 MHz |   94 | -67 dBm | -30 dBm | fbf_1
 5100 MHz |  680 | -67 dBm | -30 dBm | Pass
 5125 MHz |  587 | -67 dBm | -30 dBm | Pass
 5150 MHz |  782 | -67 dBm | -30 dBm | Pass
 5175 MHz |  982 | -67 dBm | -30 dBm | Pass
 5200 MHz |  652 | -67 dBm | -30 dBm | Pass
 5225 MHz | 1227 | -67 dBm | -30 dBm | Pass
 5250 MHz | 1043 | -67 dBm | -30 dBm | Pass
 5275 MHz |  584 | -67 dBm | -30 dBm | Pass
 5300 MHz |  502 | -67 dBm | -30 dBm | Pass
 5325 MHz | 1367 | -67 dBm | -30 dBm | Pass
 5350 MHz |  903 | -67 dBm | -30 dBm | Pass
 5375 MHz | 1288 | -67 dBm | -30 dBm | Pass
 5400 MHz | 1441 | -67 dBm | -30 dBm | Pass
 5425 MHz | 1037 | -67 dBm | -30 dBm | Pass
 5450 MHz | 1407 | -67 dBm | -30 dBm | Pass
 5475 MHz | 1493 | -67 dBm | -30 dBm | Pass
 5500 MHz |  807 | -67 dBm | -30 dBm | Pass
 5525 MHz |  943 | -67 dBm | -30 dBm | Pass
 5550 MHz | 1220 | -67 dBm | -30 dBm | Pass
 5575 MHz |  258 | -67 dBm | -30 dBm | fbf_1
