*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
 1630 MHz |  562 | -67 dBm | -30 dBm | Pass
 1640 MHz |  471 | -67 dBm | -30 dBm | Pass
 1650 MHz |   66 | -67 dBm | -30 dBm | fbf_2
 1660 MHz |  950 | -67 dBm | -30 dBm | Pass
 1670 MHz |  713 | -67 dBm | -30 dBm | Pass
 1680 MHz | 1450 | -67 dBm | -30 dBm | Pass
 1690 MHz |  273 | -67 dBm | -30 dBm | fbf_2
 1700 MHz | 1265 | -67 dBm | -30 dBm | Pass
 1710 MHz | 1044 | -67 dBm | -30 dBm | Pass
 1720 MHz |  712 | -67 dBm | -30 dBm | Pass
 1730 MHz | 1172 | -67 dBm | -30 dBm | Pass
 1740 MHz |   36 | -67 dBm | -30 dBm | fbf_2
 1750 MHz |  830 | -67 dBm | -30 dBm | Pass
 1760 MHz |  288 | -67 dBm | -30 dBm | fbf_1
 1770 MHz | 1429 | -67 dBm | -30 dBm | Pass
 1780 MHz |  925 | -67 dBm | -30 dBm | Pass
 1790 MHz |  559 | -67 dBm | -30 dBm | Pass
 1800 MHz |  831 | -67 dBm | -30 dBm | Pass
 1810 MHz |   86 | -67 dBm | -30 dBm | fbf_1
 1820 MHz | 1035 | -67 dBm | -30 dBm | Pass
 1830 MHz | 1390 | -67 dBm | -30 dBm | Pass
 1840 MHz |  510 | -67 dBm | -30 dBm | Pass
 1850 MHz | 1401 | -67 dBm | -30 dBm | Pass
 1860 MHz |  935 | -67 dBm | -30 dBm | Pass
 1870 MHz | 1179 | -67 dBm | -30 dBm | Pass
 1880 MHz |   93 | -67 dBm | -30 dBm | fbf_2
 1890 MHz | 1356 | -67 dBm | -30 dBm | Pass
 1900 MHz |  797 | -67 dBm | -30 dBm | Pass
 1910 MHz |  723 | -67 dBm | -30 dBm | Pass
 1920 MHz | 1058 | -67 dBm | -30 dBm | Pass
 1930 MHz |  923 | -67 dBm | -30 dBm | Pass
 1940 MHz |  445 | -67 dBm | -30 dBm | fbf_1
 1950 MHz |  643 | -67 dBm | -30 dBm | Pass
 1960 MHz |  239 | -67 dBm | -30 dBm | fbf_1
 1970 MHz | 1390 | -67 dBm | -30 dBm | Pass
 1980 MHz |  287 | -67 dBm | -30 dBm | fbf_1
 1990 MHz | 1256 | -67 dBm | -30 dBm | Pass
 2000 MHz |  846 | -67 dBm | -30 dBm | Pass
 2003 MHz | 1261 | -67 dBm | -35 dBm | Pass
 2006 MHz |  462 | -67 dBm | -35 dBm | Pass
 2009 MHz |  936 | -67 dBm | -35 dBm | Pass
 2012 MHz |  963 | -67 dBm | -35 dBm | Pass
 2015 MHz | 1241 | -67 dBm | -35 dBm | Pass
 2018 MHz |  815 | -67 dBm | -35 dBm | Pass
 2021 MHz |  222 | -67 dBm | -35 dBm | fbf_1
 2024 MHz | 1312 | -67 dBm | -35 dBm | Pass
 2027 MHz |  170 | -67 dBm | -35 dBm | fbf_2
 2030 MHz |  592 | -67 dBm | -35 dBm | Pass
 2033 MHz |  116 | -67 dBm | -35 dBm | fbf_2
 2036 MHz |  802 | -67 dBm | -35 dBm | Pass
 2039 MHz | 1008 | -67 dBm | -35 dBm | Pass
 2042 MHz |  589 | -67 dBm | -35 dBm | Pass
 2045 MHz |  359 | -67 dBm | -35 dBm | fbf_1
 2048 MHz |  568 | -67 dBm | -35 dBm | Pass
 2051 MHz |  844 | -67 dBm | -35 dBm | Pass
 2054 MHz | 1330 | -67 dBm | -35 dBm | Pass
 2057 MHz |  279 | -67 dBm | -35 dBm | fbf_2
 2060 MHz |  225 | -67 dBm | -35 dBm | fbf_2
 2063 MHz |  332 | -67 dBm | -35 dBm | fbf_2
 2066 MHz |  792 | -67 dBm | -35 dBm | Pass
 2069 MHz |  176 | -67 dBm | -35 dBm | fbf_1
 2072 MHz | 1454 | -67 dBm | -35 dBm | Pass
 2075 MHz |  754 | -67 dBm | -35 dBm | Pass
 2078 MHz |  353 | -67 dBm | -35 dBm | fbf_1
 2081 MHz | 1389 | -67 dBm | -35 dBm | Pass
 2084 MHz |  274 | -67 dBm | -35 dBm | fbf_2
 2087 MHz | 1302 | -67 dBm | -35 dBm | Pass
 2090 MHz |  826 | -67 dBm | -35 dBm | Pass
 2093 MHz | 1261 | -67 dBm | -35 dBm | Pass
 2096 MHz |  394 | -67 dBm | -35 dBm | fbf_1
 2099 MHz | 1388 | -67 dBm | -35 dBm | Pass
 2102 MHz |   63 | -67 dBm | -35 dBm | fbf_2
 2105 MHz | 1044 | -67 dBm | -35 dBm | Pass
 2108 MHz |  721 | -67 dBm | -35 dBm | Pass
 2111 MHz | 1134 | -67 dBm | -35 dBm | Pass
 2114 MHz | 1039 | -67 dBm | -35 dBm | Pass
 2117 MHz |  828 | -67 dBm | -35 dBm | Pass
 2120 MHz |  897 | -67 dBm | -35 dBm | Pass
 2123 MHz | 1344 | -67 dBm | -35 dBm | Pass
 2126 MHz |  411 | -67 dBm | -35 dBm | fbf_1
 2129 MHz |  685 | -67 dBm | -35 dBm | Pass
 2132 MHz |  714 | -67 dBm | -35 dBm | Pass
 2135 MHz |  470 | -67 dBm | -35 dBm | Pass
 2138 MHz |  950 | -67 dBm | -35 dBm | Pass
 2141 MHz |  781 | -67 dBm | -35 dBm | Pass
 2144 MHz |  318 | -67 dBm | -35 dBm | fbf_1
 2147 MHz |  290 | -67 dBm | -35 dBm | fbf_1
 2150 MHz |  156 | -67 dBm | -35 dBm | fbf_2
 2153 MHz |  181 | -67 dBm | -35 dBm | fbf_1
 2156 MHz |  957 | -67 dBm | -35 dBm | Pass
 2159 MHz | 1221 | -67 dBm | -35 dBm | Pass
 2162 MHz | 1421 | -67 dBm | -35 dBm | Pass
 2165 MHz |  856 | -67 dBm | -35 dBm | Pass
 2168 MHz | 1486 | -67 dBm | -35 dBm | Pass
 2171 MHz |  923 | -67 dBm | -35 dBm | Pass
 2174 MHz | 1202 | -67 dBm | -35 dBm | Pass
 2177 MHz | 1166 | -67 dBm | -35 dBm | Pass
 2180 MHz |  342 | -67 dBm | -35 dBm | fbf_1
 2183 MHz |  954 | -67 dBm | -35 dBm | Pass
 2186 MHz |  611 | -67 dBm | -35 dBm | Pass
 2189 MHz | 1158 | -67 dBm | -35 dBm | Pass
 2192 MHz |  335 | -67 dBm | -35 dBm | fbf_2
 2195 MHz |  105 | -67 dBm | -35 dBm | fbf_1
 2198 MHz |  606 | -67 dBm | -35 dBm | Pass
 2201 MHz | 1269 | -67 dBm | -35 dBm | Pass
 2204 MHz |  381 | -67 dBm | -35 dBm | fbf_1
 2207 MHz |   83 | -67 dBm | -35 dBm | fbf_2
 2210 MHz |  447 | -67 dBm | -35 dBm | fbf_1
 2213 MHz |  520 | -67 dBm | -35 dBm | Pass
 2216 MHz | 1033 | -67 dBm | -35 dBm | Pass
 2219 MHz |  239 | -67 dBm | -35 dBm | fbf_2
 2222 MHz | 1143 | -67 dBm | -35 dBm | Pass
 2225 MHz |  512 | -67 dBm | -35 dBm | Pass
 2228 MHz |  848 | -67 dBm | -35 dBm | Pass
 2231 MHz | 1197 | -67 dBm | -35 dBm | Pass
 2234 MHz |  288 | -67 dBm | -35 dBm | fbf_1
 2237 MHz | 1278 | -67 dBm | -35 dBm | Pass
 2240 MHz |  457 | -67 dBm | -35 dBm | fbf_1
 2243 MHz |  788 | -67 dBm | -35 dBm | Pass
 2246 MHz |  787 | -67 dBm | -35 dBm | Pass
 2249 MHz |  272 | -67 dBm | -35 dBm | fbf_1
 2252 MHz |  102 | -67 dBm | -35 dBm | fbf_1
 2255 MHz |  261 | -67 dBm | -35 dBm | fbf_1
 2258 MHz | 1088 | -67 dBm | -35 dBm | Pass
 2261 MHz |  669 | -67 dBm | -35 dBm | Pass
 2264 MHz | 1119 | -67 dBm | -35 dBm | Pass
 2267 MHz |  851 | -67 dBm | -35 dBm | Pass
 2270 MHz |  660 | -67 dBm | -35 dBm | Pass
 2273 MHz |   93 | -67 dBm | -35 dBm | fbf_1
 2276 MHz |  366 | -67 dBm | -35 dBm | fbf_1
 2279 MHz | 1398 | -67 dBm | -35 dBm | Pass
 2282 MHz |  614 | -67 dBm | -35 dBm | Pass
 2285 MHz | 1296 | -67 dBm | -35 dBm | Pass
 2288 MHz |  259 | -67 dBm | -35 dBm | fbf_1
 2291 MHz | 1175 | -67 dBm | -35 dBm | Pass
 2294 MHz | 1276 | -67 dBm | -35 dBm | Pass
 2297 MHz |  599 | -67 dBm | -35 dBm | Pass
 2300 MHz |  417 | -67 dBm | -35 dBm | fbf_1
 2303 MHz |  445 | -67 dBm | -35 dBm | fbf_1
 2306 MHz |  201 | -67 dBm | -35 dBm | fbf_2
 2309 MHz |  300 | -67 dBm | -35 dBm | fbf_1
 2312 MHz | 1354 | -67 dBm | -35 dBm | Pass
 2315 MHz |  734 | -67 dBm | -35 dBm | Pass
 2318 MHz |  379 | -67 dBm | -35 dBm | fbf_1
 2321 MHz |  700 | -67 dBm | -35 dBm | Pass
 2324 MHz | 1158 | -67 dBm | -35 dBm | Pass
 2327 MHz |  219 | -67 dBm | -35 dBm | fbf_1
 2330 MHz |  701 | -67 dBm | -35 dBm | Pass
 2333 MHz | 1104 | -67 dBm | -35 dBm | Pass
 2336 MHz |   60 | -67 dBm | -35 dBm | fbf_1
 2339 MHz |  252 | -67 dBm | -35 dBm | fbf_1
 2342 MHz |  386 | -67 dBm | -35 dBm | fbf_2
 2345 MHz |  985 | -67 dBm | -35 dBm | Pass
 2348 MHz |  590 | -67 dBm | -35 dBm | Pass
 2351 MHz |  210 | -67 dBm | -35 dBm | fbf_2
 2354 MHz | 1120 | -67 dBm | -35 dBm | Pass
 2357 MHz |  734 | -67 dBm | -35 dBm | Pass
 2360 MHz |  473 | -67 dBm | -35 dBm | Pass
 2363 MHz | 1467 | -67 dBm | -35 dBm | Pass
 2366 MHz |  422 | -67 dBm | -35 dBm | fbf_2
 2369 MHz | 1489 | -67 dBm | -35 dBm | Pass
 2372 MHz | 1376 | -67 dBm | -35 dBm | Pass
 2375 MHz | 1451 | -67 dBm | -35 dBm | Pass
 2378 MHz |  528 | -67 dBm | -35 dBm | Pass
 2381 MHz |  975 | -67 dBm | -35 dBm | Pass
 2384 MHz |  206 | -67 dBm | -35 dBm | fbf_1
 2387 MHz |  438 | -67 dBm | -35 dBm | fbf_2
 2390 MHz | 1063 | -67 dBm | -35 dBm | Pass
 2393 MHz |  549 | -67 dBm | -35 dBm | Pass
 2396 MHz | 1499 | -67 dBm | -35 dBm | Pass
 2399 MHz |  138 | -67 dBm | -35 dBm | fbf_1
 2484 MHz | 1117 | -67 dBm | -35 dBm | Pass
 2487 MHz |  527 | -67 dBm | -35 dBm | Pass
 2490 MHz | 1489 | -67 dBm | -35 dBm | Pass
 2493 MHz |  550 | -67 dBm | -35 dBm | Pass
 2496 MHz |  738 | -67 dBm | -35 dBm | Pass
 2499 MHz |  529 | -67 dBm | -35 dBm | Pass
 2502 MHz |  645 | -67 dBm | -35 dBm | Pass
 2505 MHz |   86 | -67 dBm | -35 dBm | fbf_1
 2508 MHz | 1275 | -67 dBm | -35 dBm | Pass
 2511 MHz |  792 | -67 dBm | -35 dBm | Pass
 2514 MHz |   69 | -67 dBm | -35 dBm | fbf_2
 2517 MHz | 1037 | -67 dBm | -35 dBm | Pass
 2520 MHz |  304 | -67 dBm | -35 dBm | fbf_2
 2523 MHz | 1460 | -67 dBm | -35 dBm | Pass
 2526 MHz | 1114 | -67 dBm | -35 dBm | Pass
 2529 MHz |  617 | -67 dBm | -35 dBm | Pass
 2532 MHz |  304 | -67 dBm | -35 dBm | fbf_1
 2535 MHz |  206 | -67 dBm | -35 dBm | fbf_1
 2538 MHz | 1046 | -67 dBm | -35 dBm | Pass
 2541 MHz |  626 | -67 dBm | -35 dBm | Pass
 2544 MHz |  560 | -67 dBm | -35 dBm | Pass
 2547 MHz |  847 | -67 dBm | -35 dBm | Pass
 2550 MHz | 1453 | -67 dBm | -35 dBm | Pass
 2553 MHz |  374 | -67 dBm | -35 dBm | fbf_1
 2556 MHz | 1275 | -67 dBm | -35 dBm | Pass
 2559 MHz |  348 | -67 dBm | -35 dBm | fbf_1
 2562 MHz |  856 | -67 dBm | -35 dBm | Pass
 2565 MHz | 1282 | -67 dBm | -35 dBm | Pass
 2568 MHz |   95 | -67 dBm | -35 dBm | fbf_1
 2571 MHz | 1264 | -67 dBm | -35 dBm | Pass
 2574 MHz | 1103 | -67 dBm | -35 dBm | Pass
 2577 MHz |  718 | -67 dBm | -35 dBm | Pass
 2580 MHz | 1146 | -67 dBm | -35 dBm | Pass
 2583 MHz |  924 | -67 dBm | -35 dBm | Pass
 2586 MHz |  299 | -67 dBm | -35 dBm | fbf_1
 2589 MHz |   28 | -67 dBm | -35 dBm | fbf_1
 2592 MHz |  614 | -67 dBm | -35 dBm | Pass
 2595 MHz | 1140 | -67 dBm | -35 dBm | Pass
 2598 MHz | 1017 | -67 dBm | -35 dBm | Pass
 2601 MHz |  450 | -67 dBm | -35 dBm | fbf_1
 2604 MHz |  425 | -67 dBm | -35 dBm | fbf_1
 2607 MHz |  556 | -67 dBm | -35 dBm | Pass
 2610 MHz | 1335 | -67 dBm | -35 dBm | Pass
 2613 MHz |  402 | -67 dBm | -35 dBm | fbf_2
 2616 MHz |  962 | -67 dBm | -35 dBm | Pass
 2619 MHz | 1334 | -67 dBm | -35 dBm | Pass
 2622 MHz | 1021 | -67 dBm | -35 dBm | Pass
 2625 MHz | 1476 | -67 dBm | -35 dBm | Pass
 2628 MHz |  997 | -67 dBm | -35 dBm | Pass
 2631 MHz |  701 | -67 dBm | -35 dBm | Pass
 2634 MHz |  256 | -67 dBm | -35 dBm | fbf_1
 2637 MHz |  934 | -67 dBm | -35 dBm | Pass
 2640 MHz |   82 | -67 dBm | -35 dBm | fbf_1
 2643 MHz | 1407 | -67 dBm | -35 dBm | Pass
 2646 MHz |  532 | -67 dBm | -35 dBm | Pass
 2649 MHz |  609 | -67 dBm | -35 dBm | Pass
 2652 MHz |  941 | -67 dBm | -35 dBm | Pass
 2655 MHz | 1265 | -67 dBm | -35 dBm | Pass
 2658 MHz |  754 | -67 dBm | -35 dBm | Pass
 2661 MHz |  798 | -67 dBm | -35 dBm | Pass
 2664 MHz |   18 | -67 dBm | -35 dBm | fbf_1
 2667 MHz |   83 | -67 dBm | -35 dBm | fbf_2
 2670 MHz |  518 | -67 dBm | -35 dBm | Pass
 2673 MHz |  481 | -67 dBm | -35 dBm | Pass
 2676 MHz |    0 | -67 dBm | -35 dBm | fbf_1
 2679 MHz | 1460 | -67 dBm | -35 dBm | Pass
 2682 MHz |   98 | -67 dBm | -35 dBm | fbf_1
 2685 MHz | 1093 | -67 dBm | -35 dBm | Pass
 2688 MHz | 1048 | -67 dBm | -35 dBm | Pass
 2691 MHz | 1267 | -67 dBm | -35 dBm | Pass
 2694 MHz |  906 | -67 dBm | -35 dBm | Pass
 2697 MHz | 1054 | -67 dBm | -35 dBm | Pass
 2700 MHz | 1333 | -67 dBm | -35 dBm | Pass
 2703 MHz |  824 | -67 dBm | -35 dBm | Pass
 2706 MHz |  567 | -67 dBm | -35 dBm | Pass
 2709 MHz |  369 | -67 dBm | -35 dBm | fbf_1
 2712 MHz | 1302 | -67 dBm | -35 dBm | Pass
 2715 MHz |  351 | -67 dBm | -35 dBm | fbf_1
 2718 MHz | 1163 | -67 dBm | -35 dBm | Pass
 2721 MHz |  761 | -67 dBm | -35 dBm | Pass
 2724 MHz | 1338 | -67 dBm | -35 dBm | Pass
 2727 MHz | 1148 | -67 dBm | -35 dBm | Pass
 2730 MHz |  673 | -67 dBm | -35 dBm | Pass
 2733 MHz |  938 | -67 dBm | -35 dBm | Pass
 2736 MHz |  736 | -67 dBm | -35 dBm | Pass
 2739 MHz |  736 | -67 dBm | -35 dBm | Pass
 2742 MHz | 1140 | -67 dBm | -35 dBm | Pass
 2745 MHz |  130 | -67 dBm | -35 dBm | fbf_1
 2748 MHz | 1461 | -67 dBm | -35 dBm | Pass
 2751 MHz |  209 | -67 dBm | -35 dBm | fbf_1
 2754 MHz |  236 | -67 dBm | -35 dBm | fbf_2
 2757 MHz | 1159 | -67 dBm | -35 dBm | Pass
 2760 MHz | 1157 | -67 dBm | -35 dBm | Pass
 2763 MHz |  573 | -67 dBm | -35 dBm | Pass
 2766 MHz |   24 | -67 dBm | -35 dBm | fbf_1
 2769 MHz | 1402 | -67 dBm | -35 dBm | Pass
 2772 MHz |  543 | -67 dBm | -35 dBm | Pass
 2775 MHz |  716 | -67 dBm | -35 dBm | Pass
 2778 MHz |  420 | -67 dBm | -35 dBm | fbf_2
 2781 MHz | 1219 | -67 dBm | -35 dBm | Pass
 2784 MHz | 1031 | -67 dBm | -35 dBm | Pass
 2787 MHz |  613 | -67 dBm | -35 dBm | Pass
 2790 MHz |  187 | -67 dBm | -35 dBm | fbf_1
 2793 MHz | 1405 | -67 dBm | -35 dBm | Pass
 2796 MHz |  790 | -67 dBm | -35 dBm | Pass
 2799 MHz | 1379 | -67 dBm | -35 dBm | Pass
 2802 MHz |  168 | -67 dBm | -35 dBm | fbf_1
 2805 MHz |  693 | -67 dBm | -35 dBm | Pass
 2808 MHz |  381 | -67 dBm | -35 dBm | fbf_2
 2811 MHz |  196 | -67 dBm | -35 dBm | fbf_2
 2814 MHz |  967 | -67 dBm | -35 dBm | Pass
 2817 MHz |  973 | -67 dBm | -35 dBm | Pass
 2820 MHz |  690 | -67 dBm | -35 dBm | Pass
 2823 MHz |  411 | -67 dBm | -35 dBm | fbf_1
 2826 MHz |  466 | -67 dBm | -35 dBm | Pass
 2829 MHz |  391 | -67 dBm | -35 dBm | fbf_1
 2832 MHz | 1117 | -67 dBm | -35 dBm | Pass
 2835 MHz |  281 | -67 dBm | -35 dBm | fbf_1
 2838 MHz |  785 | -67 dBm | -35 dBm | Pass
 2841 MHz |   54 | -67 dBm | -35 dBm | fbf_1
 2844 MHz |  575 | -67 dBm | -35 dBm | Pass
 2847 MHz | 1031 | -67 dBm | -35 dBm | Pass
 2850 MHz |   93 | -67 dBm | -35 dBm | fbf_1
 2853 MHz |  543 | -67 dBm | -35 dBm | Pass
 2856 MHz |  631 | -67 dBm | -35 dBm | Pass
 2859 MHz |  481 | -67 dBm | -35 dBm | Pass
 2862 MHz | 1343 | -67 dBm | -35 dBm | Pass
 2865 MHz |  283 | -67 dBm | -35 dBm | fbf_1
 2868 MHz | 1346 | -67 dBm | -35 dBm | Pass
 2871 MHz | 1279 | -67 dBm | -35 dBm | Pass
 2874 MHz |  493 | -67 dBm | -35 dBm | Pass
 2877 MHz | 1332 | -67 dBm | -35 dBm | Pass
 2880 MHz |  447 | -67 dBm | -35 dBm | fbf_1
 2883 MHz |  666 | -67 dBm | -35 dBm | Pass
 2886 MHz | 1072 | -67 dBm | -35 dBm | Pass
 2889 MHz | 1279 | -67 dBm | -35 dBm | Pass
 2892 MHz |  367 | -67 dBm | -35 dBm | fbf_1
 2895 MHz | 1466 | -67 dBm | -35 dBm | Pass
 2898 MHz |  869 | -67 dBm | -35 dBm | Pass
 2901 MHz | 1334 | -67 dBm | -35 dBm | Pass
 2904 MHz |  122 | -67 dBm | -35 dBm | fbf_2
 2907 MHz | 1245 | -67 dBm | -35 dBm | Pass
 2910 MHz | 1254 | -67 dBm | -35 dBm | Pass
 2913 MHz |   12 | -67 dBm | -35 dBm | fbf_1
 2916 MHz |   56 | -67 dBm | -35 dBm | fbf_2
 2919 MHz |  357 | -67 dBm | -35 dBm | fbf_1
 2922 MHz |  837 | -67 dBm | -35 dBm | Pass
 2925 MHz |   19 | -67 dBm | -35 dBm | fbf_1
 2928 MHz |  354 | -67 dBm | -35 dBm | fbf_1
 2931 MHz |  355 | -67 dBm | -35 dBm | fbf_2
 2934 MHz |  484 | -67 dBm | -35 dBm | Pass
 2937 MHz |  688 | -67 dBm | -35 dBm | Pass
 2940 MHz | 1034 | -67 dBm | -35 dBm | Pass
 2943 MHz | 1095 | -67 dBm | -35 dBm | Pass
 2946 MHz |  934 | -67 dBm | -35 dBm | Pass
 2949 MHz |  721 | -67 dBm | -35 dBm | Pass
 2952 MHz |  123 | -67 dBm | -35 dBm | fbf_2
 2955 MHz | 1084 | -67 dBm | -35 dBm | Pass
 2958 MHz |   54 | -67 dBm | -35 dBm | fbf_1
 2961 MHz |  277 | -67 dBm | -35 dBm | fbf_2
 2964 MHz | 1349 | -67 dBm | -35 dBm | Pass
 2967 MHz | 1327 | -67 dBm | -35 dBm | Pass
 2970 MHz |  406 | -67 dBm | -35 dBm | fbf_2
 2973 MHz |  674 | -67 dBm | -35 dBm | Pass
 2976 MHz |  875 | -67 dBm | -35 dBm | Pass
 2979 MHz |  318 | -67 dBm | -35 dBm | fbf_1
 2982 MHz |  106 | -67 dBm | -35 dBm | fbf_1
 2985 MHz |   64 | -67 dBm | -35 dBm | fbf_1
 2988 MHz |   32 | -67 dBm | -35 dBm | fbf_1
 2991 MHz |  973 | -67 dBm | -35 dBm | Pass
 2994 MHz |   51 | -67 dBm | -35 dBm | fbf_2
 2997 MHz | 1451 | -67 dBm | -35 dBm | Pass
 3000 MHz | 1318 | -67 dBm | -30 dBm | Pass
 3025 MHz |  801 | -67 dBm | -30 dBm | Pass
 3050 MHz | 1078 | -67 dBm | -30 dBm | Pass
 3075 MHz | 1433 | -67 dBm | -30 dBm | Pass
 3100 MHz |  828 | -67 dBm | -30 dBm | Pass
 3125 MHz |  999 | -67 dBm | -30 dBm | Pass
 3150 MHz |  952 | -67 dBm | -30 dBm | Pass
 3175 MHz |  659 | -67 dBm | -30 dBm | Pass
 3200 MHz | 1072 | -67 dBm | -30 dBm | Pass
 3225 MHz |  750 | -67 dBm | -30 dBm | Pass
 3250 MHz |  330 | -67 dBm | -30 dBm | fbf_1
 3275 MHz | 1275 | -67 dBm | -30 dBm | Pass
 3300 MHz |  564 | -67 dBm | -30 dBm | Pass
 3325 MHz |  220 | -67 dBm | -30 dBm | fbf_1
 3350 MHz |  696 | -67 dBm | -30 dBm | Pass
 3375 MHz | 1118 | -67 dBm | -30 dBm | Pass
 3400 MHz | 1358 | -67 dBm | -30 dBm | Pass
 3425 MHz |   31 | -67 dBm | -30 dBm | fbf_1
 3450 MHz | 1318 | -67 dBm | -30 dBm | Pass
 3475 MHz |  769 | -67 dBm | -30 dBm | Pass
 3500 MHz |  167 | -67 dBm | -30 dBm | fbf_1
 3525 MHz |  303 | -67 dBm | -30 dBm | fbf_2
 3550 MHz | 1423 | -67 dBm | -30 dBm | Pass
 3575 MHz |  298 | -67 dBm | -30 dBm | fbf_1
 3600 MHz |  531 | -67 dBm | -30 dBm | Pass
 3625 MHz | 1340 | -67 dBm | -30 dBm | Pass
 3650 MHz |  630 | -67 dBm | -30 dBm | Pass
 3675 MHz | 1132 | -67 dBm | -30 dBm | Pass
 3700 MHz |  369 | -67 dBm | -30 dBm | fbf_1
 3725 MHz |   65 | -67 dBm | -30 dBm | fbf_1
 3750 MHz |  155 | -67 dBm | -30 dBm | fbf_1
 3775 MHz |  167 | -67 dBm | -30 dBm | fbf_1
 3800 MHz |  393 | -67 dBm | -30 dBm | fbf_1
 3825 MHz | 1482 | -67 dBm | -30 dBm | Pass
 3850 MHz |  884 | -67 dBm | -30 dBm | Pass
 3875 MHz | 1425 | -67 dBm | -30 dBm | Pass
 3900 MHz |  154 | -67 dBm | -30 dBm | fbf_1
 3925 MHz |  957 | -67 dBm | -30 dBm | Pass
 3950 MHz | 1376 | -67 dBm | -30 dBm | Pass
 3975 MHz |  997 | -67 dBm | -30 dBm | Pass
 4000 MHz |  307 | -67 dBm | -30 dBm | fbf_1
 4025 MHz |  167 | -67 dBm | -30 dBm | fbf_1
 4050 MHz |  254 | -67 dBm | -30 dBm | fbf_1
 4075 MHz |  192 | -67 dBm | -30 dBm | fbf_1
 4100 MHz |  266 | -67 dBm | -30 dBm | fbf_2
 4125 MHz |  418 | -67 dBm | -30 dBm | fbf_1
 4150 MHz |  904 | -67 dBm | -30 dBm | Pass
 4175 MHz | 1463 | -67 dBm | -30 dBm | Pass
 4200 MHz |  532 | -67 dBm | -30 dBm | Pass
 4225 MHz | 1266 | -67 dBm | -30 dBm | Pass
 4250 MHz |  686 | -67 dBm | -30 dBm | Pass
 4275 MHz | 1248 | -67 dBm | -30 dBm | Pass
 4300 MHz |  958 | -67 dBm | -30 dBm | Pass
 4325 MHz |  157 | -67 dBm | -30 dBm | fbf_2
 4350 MHz |  850 | -67 dBm | -30 dBm | Pass
 4375 MHz | 1450 | -67 dBm | -30 dBm | Pass
 4400 MHz |   78 | -67 dBm | -30 dBm | fbf_1
 4425 MHz |  458 | -67 dBm | -30 dBm | fbf_2
 4450 MHz | 1110 | -67 dBm | -30 dBm | Pass
 4475 MHz |  354 | -67 dBm | -30 dBm | fbf_2
 4500 MHz |  576 | -67 dBm | -30 dBm | Pass
 4525 MHz | 1115 | -67 dBm | -30 dBm | Pass
 4550 MHz |  379 | -67 dBm | -30 dBm | fbf_1
 4575 MHz | 1484 | -67 dBm | -30 dBm | Pass
 4600 MHz |  377 | -67 dBm | -30 dBm | fbf_1
 4625 MHz |  270 | -67 dBm | -30 dBm | fbf_1
 4650 MHz |  113 | -67 dBm | -30 dBm | fbf_2
 4675 MHz | 1042 | -67 dBm | -30 dBm | Pass
 4700 MHz |  457 | -67 dBm | -30 dBm | fbf_1
 4725 MHz |  714 | -67 dBm | -30 dBm | Pass
 4750 MHz | 1344 | -67 dBm | -30 dBm | Pass
 4775 MHz |  938 | -67 dBm | -30 dBm | Pass
 4800 MHz |  883 | -67 dBm | -30 dBm | Pass
 4825 MHz |  660 | -67 dBm | -30 dBm | Pass
 4850 MHz | 1343 | -67 dBm | -30 dBm | Pass
 4875 MHz |  495 | -67 dBm | -30 dBm | Pass
 4900 MHz |  535 | -67 dBm | -30 dBm | Pass
 4925 MHz | 1128 | -67 dBm | -30 dBm | Pass
 4950 MHz |  395 | -67 dBm | -30 dBm | fbf_2
 4975 MHz |  574 | -67 dBm | -30 dBm | Pass
 5000 MHz | 1370 | -67 dBm | -30 dBm | Pass
 5025 MHz |  559 | -67 dBm | -30 dBm | Pass
 5050 MHz |  867 | -67 dBm | -30 dBm | Pass
 5075 MHz |  445 | -67 dBm | -30 dBm | fbf_2
 5100 MHz |  311 | -67 dBm | -30 dBm | fbf_1
 5125 MHz |  854 | -67 dBm | -30 dBm | Pass
 5150 MHz |   52 | -67 dBm | -30 dBm | fbf_2
 5175 MHz |  527 | -67 dBm | -30 dBm | Pass
 5200 MHz |  823 | -67 dBm | -30 dBm | Pass
 5225 MHz | 1459 | -67 dBm | -30 dBm | Pass
 5250 MHz |  318 | -67 dBm | -30 dBm | fbf_1
 5275 MHz | 1377 | -67 dBm | -30 dBm | Pass
 5300 MHz |  607 | -67 dBm | -30 dBm | Pass
 5325 MHz | 1275 | -67 dBm | -30 dBm | Pass
 5350 MHz | 1192 | -67 dBm | -30 dBm | Pass
 5375 MHz |  604 | -67 dBm | -30 dBm | Pass
 5400 MHz |  905 | -67 dBm | -30 dBm | Pass
 5425 MHz | 1131 | -67 dBm | -30 dBm | Pass
 5450 MHz | 1416 | -67 dBm | -30 dBm | Pass
 5475 MHz | 1462 | -67 dBm | -30 dBm | Pass
 5500 MHz |  304 | -67 dBm | -30 dBm | fbf_1
 5525 MHz | 1156 | -67 dBm | -30 dBm | Pass
 5550 MHz |   24 | -67 dBm | -30 dBm | fbf_1
 5575 MHz |  141 | -67 dBm | -30 dBm | fbf_2
 5600 MHz |  396 | -67 dBm | -30 dBm | fbf_1
 5625 MHz |  957 | -67 dBm | -30 dBm | Pass
 5650 MHz | 1463 | -67 dBm | -30 dBm | Pass
