*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
 2838 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2841 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2844 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2847 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2850 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2853 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2856 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2859 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2862 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2865 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2868 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2871 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2874 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2877 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2880 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2883 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2886 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2889 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2892 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2895 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2898 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2901 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2904 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2907 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2910 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2913 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2916 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2919 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2922 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2925 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2928 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2931 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2934 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2937 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2940 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2943 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2946 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2949 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2952 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2955 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2958 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2961 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2964 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2967 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2970 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2973 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2976 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2979 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2982 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2985 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2988 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2991 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2994 MHz | 1500 | -67 dBm | -35 dBm | Pass
 2997 MHz | 1500 | -67 dBm | -35 dBm | Pass
 3000 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3025 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3050 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3075 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3100 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3125 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3150 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3175 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3200 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3225 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3250 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3275 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3300 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3325 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3350 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3375 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3400 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3425 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3450 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3475 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3500 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3525 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3550 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3575 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3600 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3625 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3650 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3675 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3700 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3725 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3750 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3775 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3800 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3825 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3850 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3875 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3900 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3925 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3950 MHz | 1500 | -67 dBm | -30 dBm | Pass
 3975 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4000 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4025 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4050 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4075 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4100 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4125 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4150 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4175 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4200 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4225 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4250 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4275 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4300 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4325 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4350 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4375 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4400 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4425 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4450 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4475 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4500 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4525 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4550 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4575 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4600 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4625 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4650 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4675 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4700 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4725 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4750 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4775 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4800 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4825 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4850 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4875 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4900 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4925 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4950 MHz | 1500 | -67 dBm | -30 dBm | Pass
 4975 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5000 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5025 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5050 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5075 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5100 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5125 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5150 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5175 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5200 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5225 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5250 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5275 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5300 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5325 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5350 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5375 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5400 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5425 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5450 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5475 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5500 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5525 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5550 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5575 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5600 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5625 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5650 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5675 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5700 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5725 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5750 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5775 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5800 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5825 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5850 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5875 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5900 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5925 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5950 MHz | 1500 | -67 dBm | -30 dBm | Pass
 5975 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6000 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6025 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6050 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6075 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6100 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6125 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6150 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6175 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6200 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6225 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6250 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6275 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6300 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6325 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6350 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6375 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6400 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6425 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6450 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6475 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6500 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6525 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6550 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6575 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6600 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6625 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6650 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6675 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6700 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6725 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6750 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6775 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6800 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6825 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6850 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6875 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6900 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6925 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6950 MHz | 1500 | -67 dBm | -30 dBm | Pass
 6975 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7000 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7025 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7050 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7075 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7100 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7125 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7150 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7175 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7200 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7225 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7250 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7275 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7300 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7325 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7350 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7375 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7400 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7425 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7450 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7475 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7500 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7525 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7550 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7575 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7600 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7625 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7650 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7675 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7700 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7725 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7750 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7775 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7800 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7825 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7850 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7875 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7900 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7925 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7950 MHz | 1500 | -67 dBm | -30 dBm | Pass
 7975 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8000 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8025 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8050 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8075 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8100 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8125 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8150 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8175 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8200 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8225 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8250 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8275 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8300 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8325 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8350 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8375 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8400 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8425 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8450 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8475 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8500 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8525 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8550 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8575 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8600 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8625 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8650 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8675 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8700 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8725 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8750 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8775 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8800 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8825 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8850 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8875 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8900 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8925 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8950 MHz | 1500 | -67 dBm | -30 dBm | Pass
 8975 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9000 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9025 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9050 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9075 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9100 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9125 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9150 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9175 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9200 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9225 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9250 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9275 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9300 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9325 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9350 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9375 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9400 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9425 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9450 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9475 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9500 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9525 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9550 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9575 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9600 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9625 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9650 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9675 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9700 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9725 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9750 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9775 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9800 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9825 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9850 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9875 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9900 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9925 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9950 MHz | 1500 | -67 dBm | -30 dBm | Pass
 9975 MHz | 1500 | -67 dBm | -30 dBm | Pass
10000 MHz | 1500 | -67 dBm | -30 dBm | Pass
10025 MHz | 1500 | -67 dBm | -30 dBm | Pass
10050 MHz | 1500 | -67 dBm | -30 dBm | Pass
10075 MHz | 1500 | -67 dBm | -30 dBm | Pass
10100 MHz | 1500 | -67 dBm | -30 dBm | Pass
10125 MHz | 1500 | -67 dBm | -30 dBm | Pass
10150 MHz | 1500 | -67 dBm | -30 dBm | Pass
10175 MHz | 1500 | -67 dBm | -30 dBm | Pass
10200 MHz | 1500 | -67 dBm | -30 dBm | Pass
10225 MHz | 1500 | -67 dBm | -30 dBm | Pass
10250 MHz | 1500 | -67 dBm | -30 dBm | Pass
10275 MHz | 1500 | -67 dBm | -30 dBm | Pass
10300 MHz | 1500 | -67 dBm | -30 dBm | Pass
10325 MHz | 1500 | -67 dBm | -30 dBm | Pass
10350 MHz | 1500 | -67 dBm | -30 dBm | Pass
10375 MHz | 1500 | -67 dBm | -30 dBm | Pass
10400 MHz | 1500 | -67 dBm | -30 dBm | Pass
10425 MHz | 1500 | -67 dBm | -30 dBm | Pass
10450 MHz | 1500 | -67 dBm | -30 dBm | Pass
10475 MHz | 1500 | -67 dBm | -30 dBm | Pass
10500 MHz | 1500 | -67 dBm | -30 dBm | Pass
10525 MHz | 1500 | -67 dBm | -30 dBm | Pass
10550 MHz | 1500 | -67 dBm | -30 dBm | Pass
10575 MHz | 1500 | -67 dBm | -30 dBm | Pass
10600 MHz | 1500 | -67 dBm | -30 dBm | Pass
10625 MHz | 1500 | -67 dBm | -30 dBm | Pass
10650 MHz | 1500 | -67 dBm | -30 dBm | Pass
10675 MHz | 1500 | -67 dBm | -30 dBm | Pass
10700 MHz | 1500 | -67 dBm | -30 dBm | Pass
10725 MHz | 1500 | -67 dBm | -30 dBm | Pass
10750 MHz | 1500 | -67 dBm | -30 dBm | Pass
10775 MHz | 1500 | -67 dBm | -30 dBm | Pass
10800 MHz | 1500 | -67 dBm | -30 dBm | Pass
10825 MHz | 1500 | -67 dBm | -30 dBm | Pass
10850 MHz | 1500 | -67 dBm | -30 dBm | Pass
10875 MHz | 1500 | -67 dBm | -30 dBm | Pass
10900 MHz | 1500 | -67 dBm | -30 dBm | Pass
10925 MHz | 1500 | -67 dBm | -30 dBm | Pass
10950 MHz | 1500 | -67 dBm | -30 dBm | Pass
10975 MHz | 1500 | -67 dBm | -30 dBm | Pass
11000 MHz | 1500 | -67 dBm | -30 dBm | Pass
11025 MHz | 1500 | -67 dBm | -30 dBm | Pass
11050 MHz | 1500 | -67 dBm | -30 dBm | Pass
11075 MHz | 1500 | -67 dBm | -30 dBm | Pass
11100 MHz | 1500 | -67 dBm | -30 dBm | Pass
11125 MHz | 1500 | -67 dBm | -30 dBm | Pass
11150 MHz | 1500 | -67 dBm | -30 dBm | Pass
11175 MHz | 1500 | -67 dBm | -30 dBm | Pass
11200 MHz | 1500 | -67 dBm | -30 dBm | Pass
11225 MHz | 1500 | -67 dBm | -30 dBm | Pass
11250 MHz | 1500 | -67 dBm | -30 dBm | Pass
11275 MHz | 1500 | -67 dBm | -30 dBm | Pass
11300 MHz | 1500 | -67 dBm | -30 dBm | Pass
11325 MHz | 1500 | -67 dBm | -30 dBm | Pass
11350 MHz | 1500 | -67 dBm | -30 dBm | Pass
11375 MHz | 1500 | -67 dBm | -30 dBm | Pass
11400 MHz | 1500 | -67 dBm | -30 dBm | Pass
11425 MHz | 1500 | -67 dBm | -30 dBm | Pass
11450 MHz | 1500 | -67 dBm | -30 dBm | Pass
11475 MHz | 1500 | -67 dBm | -30 dBm | Pass
11500 MHz | 1500 | -67 dBm | -30 dBm | Pass
11525 MHz | 1500 | -67 dBm | -30 dBm | Pass
11550 MHz | 1500 | -67 dBm | -30 dBm | Pass
11575 MHz | 1500 | -67 dBm | -30 dBm | Pass
11600 MHz | 1500 | -67 dBm | -30 dBm | Pass
11625 MHz | 1500 | -67 dBm | -30 dBm | Pass
11650 MHz | 1500 | -67 dBm | -30 dBm | Pass
11675 MHz | 1500 | -67 dBm | -30 dBm | Pass
11700 MHz | 1500 | -67 dBm | -30 dBm | Pass
11725 MHz | 1500 | -67 dBm | -30 dBm | Pass
11750 MHz | 1500 | -67 dBm | -30 dBm | Pass
11775 MHz | 1500 | -67 dBm | -30 dBm | Pass
11800 MHz | 1500 | -67 dBm | -30 dBm | Pass
11825 MHz | 1500 | -67 dBm | -30 dBm | Pass
11850 MHz | 1500 | -67 dBm | -30 dBm | Pass
11875 MHz | 1500 | -67 dBm | -30 dBm | Pass
11900 MHz | 1500 | -67 dBm | -30 dBm | Pass
11925 MHz | 1500 | -67 dBm | -30 dBm | Pass
11950 MHz | 1500 | -67 dBm | -30 dBm | Pass
11975 MHz | 1500 | -67 dBm | -30 dBm | Pass
12000 MHz | 1500 | -67 dBm | -30 dBm | Pass
12025 MHz | 1500 | -67 dBm | -30 dBm | Pass
12050 MHz | 1500 | -67 dBm | -30 dBm | Pass
12075 MHz | 1500 | -67 dBm | -30 dBm | Pass
12100 MHz | 1500 | -67 dBm | -30 dBm | Pass
12125 MHz | 1500 | -67 dBm | -30 dBm | Pass
12150 MHz | 1500 | -67 dBm | -30 dBm | Pass
12175 MHz | 1500 | -67 dBm | -30 dBm | Pass
12200 MHz | 1500 | -67 dBm | -30 dBm | Pass
12225 MHz | 1500 | -67 dBm | -30 dBm | Pass
12250 MHz | 1500 | -67 dBm | -30 dBm | Pass
12275 MHz | 1500 | -67 dBm | -30 dBm | Pass
12300 MHz | 1500 | -67 dBm | -30 dBm | Pass
12325 MHz | 1500 | -67 dBm | -30 dBm | Pass
12350 MHz | 1500 | -67 dBm | -30 dBm | Pass
12375 MHz | 1500 | -67 dBm | -30 dBm | Pass
12400 MHz | 1500 | -67 dBm | -30 dBm | Pass
12425 MHz | 1500 | -67 dBm | -30 dBm | Pass
12450 MHz | 1500 | -67 dBm | -30 dBm | Pass
12475 MHz | 1500 | -67 dBm | -30 dBm | Pass
12500 MHz | 1500 | -67 dBm | -30 dBm | Pass
12525 MHz | 1500 | -67 dBm | -30 dBm | Pass
12550 MHz | 1500 | -67 dBm | -30 dBm | Pass
12575 MHz | 1500 | -67 dBm | -30 dBm | Pass
12600 MHz | 1500 | -67 dBm | -30 dBm | Pass
12625 MHz | 1500 | -67 dBm | -30 dBm | Pass
12650 MHz | 1500 | -67 dBm | -30 dBm | Pass
12675 MHz | 1500 | -67 dBm | -30 dBm | Pass
12700 MHz | 1500 | -67 dBm | -30 dBm | Pass
12725 MHz | 1500 | -67 dBm | -30 dBm | Pass
12750 MHz | 1500 | -67 dBm | -30 dBm | Pass
