*** Failures ***
Frequency | Received Packets |Wanted Signal Level | Blocking Signal Level | Results
 1850 MHz |  230 | -67 dBm | -30 dBm | fbf_1
 1860 MHz | 1205 | -67 dBm | -30 dBm | Pass
 1870 MHz |  968 | -67 dBm | -30 dBm | Pass
 1880 MHz |  470 | -67 dBm | -30 dBm | Pass
 1890 MHz |  127 | -67 dBm | -30 dBm | fbf_2
 1900 MHz |   44 | -67 dBm | -30 dBm | fbf_1
 1910 MHz | 1093 | -67 dBm | -30 dBm | Pass
 1920 MHz | 1305 | -67 dBm | -30 dBm | Pass
 1930 MHz |  588 | -67 dBm | -30 dBm | Pass
 1940 MHz |  280 | -67 dBm | -30 dBm | fbf_1
 1950 MHz |  699 | -67 dBm | -30 dBm | Pass
 1960 MHz | 1366 | -67 dBm | -30 dBm | Pass
 1970 MHz |  711 | -67 dBm | -30 dBm | Pass
 1980 MHz | 1192 | -67 dBm | -30 dBm | Pass
 1990 MHz |   81 | -67 dBm | -30 dBm | fbf_2
 2000 MHz |  251 | -67 dBm | -30 dBm | fbf_1
 2003 MHz |  897 | -67 dBm | -35 dBm | Pass
 2006 MHz |  902 | -67 dBm | -35 dBm | Pass
 2009 MHz |  508 | -67 dBm | -35 dBm | Pass
 2012 MHz |  944 | -67 dBm | -35 dBm | Pass
 2015 MHz |  469 | -67 dBm | -35 dBm | Pass
 2018 MHz |  312 | -67 dBm | -35 dBm | fbf_1
 2021 MHz | 1023 | -67 dBm | -35 dBm | Pass
 2024 MHz |  807 | -67 dBm | -35 dBm | Pass
 2027 MHz |  666 | -67 dBm | -35 dBm | Pass
 2030 MHz |  474 | -67 dBm | -35 dBm | Pass
 2033 MHz | 1394 | -67 dBm | -35 dBm | Pass
 2036 MHz |  752 | -67 dBm | -35 dBm | Pass
 2039 MHz |    8 | -67 dBm | -35 dBm | fbf_1
 2042 MHz |  971 | -67 dBm | -35 dBm | Pass
 2045 MHz |  988 | -67 dBm | -35 dBm | Pass
 2048 MHz |  380 | -67 dBm | -35 dBm | fbf_2
 2051 MHz |  275 | -67 dBm | -35 dBm | fbf_2
 2054 MHz |   53 | -67 dBm | -35 dBm | fbf_1
 2057 MHz |  432 | -67 dBm | -35 dBm | fbf_1
 2060 MHz |  487 | -67 dBm | -35 dBm | Pass
 2063 MHz |   10 | -67 dBm | -35 dBm | fbf_2
 2066 MHz |  772 | -67 dBm | -35 dBm | Pass
 2069 MHz | 1081 | -67 dBm | -35 dBm | Pass
 2072 MHz |  533 | -67 dBm | -35 dBm | Pass
 2075 MHz | 1194 | -67 dBm | -35 dBm | Pass
 2078 MHz |  625 | -67 dBm | -35 dBm | Pass
 2081 MHz | 1133 | -67 dBm | -35 dBm | Pass
 2084 MHz |  174 | -67 dBm | -35 dBm | fbf_2
 2087 MHz | 1131 | -67 dBm | -35 dBm | Pass
 2090 MHz |  345 | -67 dBm | -35 dBm | fbf_1
 2093 MHz |  496 | -67 dBm | -35 dBm | Pass
 2096 MHz | 1345 | -67 dBm | -35 dBm | Pass
 2099 MHz |  804 | -67 dBm | -35 dBm | Pass
 2102 MHz | 1261 | -67 dBm | -35 dBm | Pass
 2105 MHz |  994 | -67 dBm | -35 dBm | Pass
 2108 MHz |  686 | -67 dBm | -35 dBm | Pass
 2111 MHz |  486 | -67 dBm | -35 dBm | Pass
 2114 MHz |  669 | -67 dBm | -35 dBm | Pass
 2117 MHz |  515 | -67 dBm | -35 dBm | Pass
 2120 MHz |  760 | -67 dBm | -35 dBm | Pass
 2123 MHz |  500 | -67 dBm | -35 dBm | Pass
 2126 MHz | 1463 | -67 dBm | -35 dBm | Pass
 2129 MHz | 1449 | -67 dBm | -35 dBm | Pass
 2132 MHz |  188 | -67 dBm | -35 dBm | fbf_2
 2135 MHz |   90 | -67 dBm | -35 dBm | fbf_1
 2138 MHz | 1236 | -67 dBm | -35 dBm | Pass
 2141 MHz |  687 | -67 dBm | -35 dBm | Pass
 2144 MHz | 1442 | -67 dBm | -35 dBm | Pass
 2147 MHz | 1304 | -67 dBm | -35 dBm | Pass
 2150 MHz |  677 | -67 dBm | -35 dBm | Pass
 2153 MHz |  256 | -67 dBm | -35 dBm | fbf_1
 2156 MHz | 1253 | -67 dBm | -35 dBm | Pass
 2159 MHz |  650 | -67 dBm | -35 dBm | Pass
 2162 MHz |  886 | -67 dBm | -35 dBm | Pass
 2165 MHz |  993 | -67 dBm | -35 dBm | Pass
 2168 MHz |  608 | -67 dBm | -35 dBm | Pass
 2171 MHz | 1260 | -67 dBm | -35 dBm | Pass
 2174 MHz |  685 | -67 dBm | -35 dBm | Pass
 2177 MHz | 1431 | -67 dBm | -35 dBm | Pass
 2180 MHz |  738 | -67 dBm | -35 dBm | Pass
 2183 MHz |  426 | -67 dBm | -35 dBm | fbf_2
 2186 MHz | 1424 | -67 dBm | -35 dBm | Pass
 2189 MHz |  328 | -67 dBm | -35 dBm | fbf_1
 2192 MHz |   98 | -67 dBm | -35 dBm | fbf_1
 2195 MHz |  481 | -67 dBm | -35 dBm | Pass
 2198 MHz |  608 | -67 dBm | -35 dBm | Pass
 2201 MHz | 1208 | -67 dBm | -35 dBm | Pass
 2204 MHz |  902 | -67 dBm | -35 dBm | Pass
 2207 MHz |  141 | -67 dBm | -35 dBm | fbf_1
 2210 MHz | 1471 | -67 dBm | -35 dBm | Pass
 2213 MHz | 1172 | -67 dBm | -35 dBm | Pass
 2216 MHz |  825 | -67 dBm | -35 dBm | Pass
 2219 MHz |  604 | -67 dBm | -35 dBm | Pass
 2222 MHz |  434 | -67 dBm | -35 dBm | fbf_1
 2225 MHz |   43 | -67 dBm | -35 dBm | fbf_1
 2228 MHz | 1347 | -67 dBm | -35 dBm | Pass
 2231 MHz | 1032 | -67 dBm | -35 dBm | Pass
 2234 MHz | 1073 | -67 dBm | -35 dBm | Pass
 2237 MHz | 1166 | -67 dBm | -35 dBm | Pass
 2240 MHz | 1475 | -67 dBm | -35 dBm | Pass
 2243 MHz | 1329 | -67 dBm | -35 dBm | Pass
 2246 MHz | 1116 | -67 dBm | -35 dBm | Pass
 2249 MHz |  862 | -67 dBm | -35 dBm | Pass
 2252 MHz | 1163 | -67 dBm | -35 dBm | Pass
 2255 MHz |   28 | -67 dBm | -35 dBm | fbf_1
 2258 MHz | 1266 | -67 dBm | -35 dBm | Pass
 2261 MHz |  106 | -67 dBm | -35 dBm | fbf_1
 2264 MHz |   39 | -67 dBm | -35 dBm | fbf_2
 2267 MHz | 1243 | -67 dBm | -35 dBm | Pass
 2270 MHz | 1461 | -67 dBm | -35 dBm | Pass
 2273 MHz | 1406 | -67 dBm | -35 dBm | Pass
 2276 MHz |  146 | -67 dBm | -35 dBm | fbf_1
 2279 MHz | 1339 | -67 dBm | -35 dBm | Pass
 2282 MHz |  495 | -67 dBm | -35 dBm | Pass
 2285 MHz | 1256 | -67 dBm | -35 dBm | Pass
 2288 MHz |  527 | -67 dBm | -35 dBm | Pass
 2291 MHz |  894 | -67 dBm | -35 dBm | Pass
 2294 MHz |  598 | -67 dBm | -35 dBm | Pass
 2297 MHz |  228 | -67 dBm | -35 dBm | fbf_1
 2300 MHz | 1297 | -67 dBm | -35 dBm | Pass
 2303 MHz | 1499 | -67 dBm | -35 dBm | Pass
 2306 MHz |  460 | -67 dBm | -35 dBm | fbf_2
 2309 MHz | 1010 | -67 dBm | -35 dBm | Pass
 2312 MHz |  533 | -67 dBm | -35 dBm | Pass
 2315 MHz |  145 | -67 dBm | -35 dBm | fbf_1
 2318 MHz | 1264 | -67 dBm | -35 dBm | Pass
 2321 MHz |  856 | -67 dBm | -35 dBm | Pass
 2324 MHz | 1131 | -67 dBm | -35 dBm | Pass
 2327 MHz | 1033 | -67 dBm | -35 dBm | Pass
 2330 MHz | 1110 | -67 dBm | -35 dBm | Pass
 2333 MHz |  536 | -67 dBm | -35 dBm | Pass
 2336 MHz |  820 | -67 dBm | -35 dBm | Pass
 2339 MHz |  955 | -67 dBm | -35 dBm | Pass
 2342 MHz | 1439 | -67 dBm | -35 dBm | Pass
 2345 MHz |  127 | -67 dBm | -35 dBm | fbf_1
 2348 MHz | 1457 | -67 dBm | -35 dBm | Pass
 2351 MHz |  225 | -67 dBm | -35 dBm | fbf_1
 2354 MHz |  209 | -67 dBm | -35 dBm | fbf_1
 2357 MHz |  258 | -67 dBm | -35 dBm | fbf_1
 2360 MHz |  861 | -67 dBm | -35 dBm | Pass
 2363 MHz | 1402 | -67 dBm | -35 dBm | Pass
 2366 MHz | 1267 | -67 dBm | -35 dBm | Pass
 2369 MHz | 1207 | -67 dBm | -35 dBm | Pass
 2372 MHz |  193 | -67 dBm | -35 dBm | fbf_1
 2375 MHz |   38 | -67 dBm | -35 dBm | fbf_1
 2378 MHz |  325 | -67 dBm | -35 dBm | fbf_2
 2381 MHz |  425 | -67 dBm | -35 dBm | fbf_1
 2384 MHz |  984 | -67 dBm | -35 dBm | Pass
 2387 MHz |  775 | -67 dBm | -35 dBm | Pass
 2390 MHz |  932 | -67 dBm | -35 dBm | Pass
 2393 MHz | 1456 | -67 dBm | -35 dBm | Pass
 2396 MHz |  215 | -67 dBm | -35 dBm | fbf_1
 2399 MHz | 1146 | -67 dBm | -35 dBm | Pass
 2484 MHz |  552 | -67 dBm | -35 dBm | Pass
 2487 MHz |   34 | -67 dBm | -35 dBm | fbf_1
 2490 MHz | 1225 | -67 dBm | -35 dBm | Pass
 2493 MHz |  725 | -67 dBm | -35 dBm | Pass
 2496 MHz |  135 | -67 dBm | -35 dBm | fbf_1
 2499 MHz |  296 | -67 dBm | -35 dBm | fbf_1
 2502 MHz |  232 | -67 dBm | -35 dBm | fbf_2
 2505 MHz | 1065 | -67 dBm | -35 dBm | Pass
 2508 MHz | 1187 | -67 dBm | -35 dBm | Pass
 2511 MHz |  905 | -67 dBm | -35 dBm | Pass
 2514 MHz |  952 | -67 dBm | -35 dBm | Pass
 2517 MHz | 1498 | -67 dBm | -35 dBm | Pass
 2520 MHz | 1307 | -67 dBm | -35 dBm | Pass
 2523 MHz |  789 | -67 dBm | -35 dBm | Pass
 2526 MHz | 1339 | -67 dBm | -35 dBm | Pass
 2529 MHz |  531 | -67 dBm | -35 dBm | Pass
 2532 MHz | 1165 | -67 dBm | -35 dBm | Pass
 2535 MHz |  103 | -67 dBm | -35 dBm | fbf_1
 2538 MHz |  932 | -67 dBm | -35 dBm | Pass
 2541 MHz |  544 | -67 dBm | -35 dBm | Pass
 2544 MHz |  855 | -67 dBm | -35 dBm | Pass
 2547 MHz |  622 | -67 dBm | -35 dBm | Pass
 2550 MHz |  453 | -67 dBm | -35 dBm | fbf_1
 2553 MHz |  724 | -67 dBm | -35 dBm | Pass
 2556 MHz |  334 | -67 dBm | -35 dBm | fbf_1
 2559 MHz |  910 | -67 dBm | -35 dBm | Pass
 2562 MHz |  665 | -67 dBm | -35 dBm | Pass
 2565 MHz | 1431 | -67 dBm | -35 dBm | Pass
 2568 MHz |   10 | -67 dBm | -35 dBm | fbf_1
 2571 MHz | 1381 | -67 dBm | -35 dBm | Pass
 2574 MHz |  355 | -67 dBm | -35 dBm | fbf_2
 2577 MHz | 1490 | -67 dBm | -35 dBm | Pass
 2580 MHz | 1388 | -67 dBm | -35 dBm | Pass
 2583 MHz | 1211 | -67 dBm | -35 dBm | Pass
 2586 MHz | 1419 | -67 dBm | -35 dBm | Pass
 2589 MHz | 1104 | -67 dBm | -35 dBm | Pass
 2592 MHz |  620 | -67 dBm | -35 dBm | Pass
 2595 MHz |  550 | -67 dBm | -35 dBm | Pass
 2598 MHz |  261 | -67 dBm | -35 dBm | fbf_1
 2601 MHz | 1102 | -67 dBm | -35 dBm | Pass
 2604 MHz |  318 | -67 dBm | -35 dBm | fbf_1
 2607 MHz |  692 | -67 dBm | -35 dBm | Pass
 2610 MHz | 1037 | -67 dBm | -35 dBm | Pass
 2613 MHz |  514 | -67 dBm | -35 dBm | Pass
 2616 MHz |  151 | -67 dBm | -35 dBm | fbf_1
 2619 MHz | 1113 | -67 dBm | -35 dBm | Pass
 2622 MHz |   41 | -67 dBm | -35 dBm | fbf_1
 2625 MHz |  542 | -67 dBm | -35 dBm | Pass
 2628 MHz |  340 | -67 dBm | -35 dBm | fbf_1
 2631 MHz |  306 | -67 dBm | -35 dBm | fbf_1
 2634 MHz |  145 | -67 dBm | -35 dBm | fbf_1
 2637 MHz |  735 | -67 dBm | -35 dBm | Pass
 2640 MHz | 1059 | -67 dBm | -35 dBm | Pass
 2643 MHz |  283 | -67 dBm | -35 dBm | fbf_2
 2646 MHz |  364 | -67 dBm | -35 dBm | fbf_1
 2649 MHz | 1404 | -67 dBm | -35 dBm | Pass
 2652 MHz | 1353 | -67 dBm | -35 dBm | Pass
 2655 MHz | 1206 | -67 dBm | -35 dBm | Pass
 2658 MHz | 1049 | -67 dBm | -35 dBm | Pass
 2661 MHz | 1004 | -67 dBm | -35 dBm | Pass
 2664 MHz |   88 | -67 dBm | -35 dBm | fbf_1
 2667 MHz |  954 | -67 dBm | -35 dBm | Pass
 2670 MHz |  334 | -67 dBm | -35 dBm | fbf_1
 2673 MHz |  607 | -67 dBm | -35 dBm | Pass
 2676 MHz |  294 | -67 dBm | -35 dBm | fbf_1
 2679 MHz |  106 | -67 dBm | -35 dBm | fbf_1
 2682 MHz |  322 | -67 dBm | -35 dBm | fbf_1
 2685 MHz |  531 | -67 dBm | -35 dBm | Pass
 2688 MHz |  700 | -67 dBm | -35 dBm | Pass
 2691 MHz |  786 | -67 dBm | -35 dBm | Pass
 2694 MHz |  163 | -67 dBm | -35 dBm | fbf_2
 2697 MHz |   40 | -67 dBm | -35 dBm | fbf_1
 2700 MHz |  535 | -67 dBm | -35 dBm | Pass
 2703 MHz |  118 | -67 dBm | -35 dBm | fbf_2
 2706 MHz | 1304 | -67 dBm | -35 dBm | Pass
 2709 MHz |  580 | -67 dBm | -35 dBm | Pass
 2712 MHz |  261 | -67 dBm | -35 dBm | fbf_1
 2715 MHz | 1432 | -67 dBm | -35 dBm | Pass
 2718 MHz |  700 | -67 dBm | -35 dBm | Pass
 2721 MHz |   70 | -67 dBm | -35 dBm | fbf_1
 2724 MHz |   47 | -67 dBm | -35 dBm | fbf_1
 2727 MHz |  804 | -67 dBm | -35 dBm | Pass
 2730 MHz | 1067 | -67 dBm | -35 dBm | Pass
 2733 MHz |  483 | -67 dBm | -35 dBm | Pass
 2736 MHz | 1496 | -67 dBm | -35 dBm | Pass
 2739 MHz |  173 | -67 dBm | -35 dBm | fbf_1
 2742 MHz |  292 | -67 dBm | -35 dBm | fbf_1
 2745 MHz |   63 | -67 dBm | -35 dBm | fbf_2
 2748 MHz |  124 | -67 dBm | -35 dBm | fbf_2
 2751 MHz |  111 | -67 dBm | -35 dBm | fbf_1
 2754 MHz | 1416 | -67 dBm | -35 dBm | Pass
 2757 MHz |  979 | -67 dBm | -35 dBm | Pass
 2760 MHz |  101 | -67 dBm | -35 dBm | fbf_1
 2763 MHz | 1209 | -67 dBm | -35 dBm | Pass
 2766 MHz |  794 | -67 dBm | -35 dBm | Pass
 2769 MHz |  790 | -67 dBm | -35 dBm | Pass
 2772 MHz | 1144 | -67 dBm | -35 dBm | Pass
 2775 MHz |  380 | -67 dBm | -35 dBm | fbf_1
 2778 MHz |  194 | -67 dBm | -35 dBm | fbf_1
 2781 MHz | 1452 | -67 dBm | -35 dBm | Pass
 2784 MHz | 1236 | -67 dBm | -35 dBm | Pass
 2787 MHz |  373 | -67 dBm | -35 dBm | fbf_1
 2790 MHz |  183 | -67 dBm | -35 dBm | fbf_1
 2793 MHz |  343 | -67 dBm | -35 dBm | fbf_1
 2796 MHz | 1106 | -67 dBm | -35 dBm | Pass
 2799 MHz |   57 | -67 dBm | -35 dBm | fbf_1
 2802 MHz |  439 | -67 dBm | -35 dBm | fbf_1
 2805 MHz | 1402 | -67 dBm | -35 dBm | Pass
 2808 MHz | 1251 | -67 dBm | -35 dBm | Pass
 2811 MHz | 1434 | -67 dBm | -35 dBm | Pass
 2814 MHz |  977 | -67 dBm | -35 dBm | Pass
 2817 MHz |  266 | -67 dBm | -35 dBm | fbf_1
 2820 MHz |  269 | -67 dBm | -35 dBm | fbf_2
 2823 MHz |  153 | -67 dBm | -35 dBm | fbf_2
 2826 MHz | 1216 | -67 dBm | -35 dBm | Pass
 2829 MHz |  457 | -67 dBm | -35 dBm | fbf_1
 2832 MHz |  701 | -67 dBm | -35 dBm | Pass
 2835 MHz | 1094 | -67 dBm | -35 dBm | Pass
 2838 MHz |  989 | -67 dBm | -35 dBm | Pass
 2841 MHz | 1419 | -67 dBm | -35 dBm | Pass
 2844 MHz |  522 | -67 dBm | -35 dBm | Pass
 2847 MHz |  151 | -67 dBm | -35 dBm | fbf_2
 2850 MHz | 1064 | -67 dBm | -35 dBm | Pass
 2853 MHz |   48 | -67 dBm | -35 dBm | fbf_1
 2856 MHz |  742 | -67 dBm | -35 dBm | Pass
 2859 MHz | 1125 | -67 dBm | -35 dBm | Pass
 2862 MHz |  895 | -67 dBm | -35 dBm | Pass
 2865 MHz |  767 | -67 dBm | -35 dBm | Pass
 2868 MHz |  450 | -67 dBm | -35 dBm | fbf_1
 2871 MHz | 1390 | -67 dBm | -35 dBm | Pass
 2874 MHz | 1448 | -67 dBm | -35 dBm | Pass
 2877 MHz |  620 | -67 dBm | -35 dBm | Pass
 2880 MHz | 1066 | -67 dBm | -35 dBm | Pass
 2883 MHz | 1021 | -67 dBm | -35 dBm | Pass
 2886 MHz | 1085 | -67 dBm | -35 dBm | Pass
 2889 MHz |  272 | -67 dBm | -35 dBm | fbf_2
 2892 MHz |  593 | -67 dBm | -35 dBm | Pass
 2895 MHz |  218 | -67 dBm | -35 dBm | fbf_1
 2898 MHz | 1158 | -67 dBm | -35 dBm | Pass
 2901 MHz | 1261 | -67 dBm | -35 dBm | Pass
 2904 MHz |  557 | -67 dBm | -35 dBm | Pass
 2907 MHz |   66 | -67 dBm | -35 dBm | fbf_1
 2910 MHz |  285 | -67 dBm | -35 dBm | fbf_1
 2913 MHz |  244 | -67 dBm | -35 dBm | fbf_1
 2916 MHz |  537 | -67 dBm | -35 dBm | Pass
 2919 MHz | 1150 | -67 dBm | -35 dBm | Pass
 2922 MHz | 1439 | -67 dBm | -35 dBm | Pass
 2925 MHz | 1346 | -67 dBm | -35 dBm | Pass
 2928 MHz | 1396 | -67 dBm | -35 dBm | Pass
 2931 MHz |  527 | -67 dBm | -35 dBm | Pass
 2934 MHz | 1250 | -67 dBm | -35 dBm | Pass
 2937 MHz | 1035 | -67 dBm | -35 dBm | Pass
 2940 MHz | 1444 | -67 dBm | -35 dBm | Pass
 2943 MHz |  432 | -67 dBm | -35 dBm | fbf_1
 2946 MHz |  223 | -67 dBm | -35 dBm | fbf_1
 2949 MHz | 1120 | -67 dBm | -35 dBm | Pass
 2952 MHz | 1316 | -67 dBm | -35 dBm | Pass
 2955 MHz | 1211 | -67 dBm | -35 dBm | Pass
 2958 MHz | 1364 | -67 dBm | -35 dBm | Pass
 2961 MHz |  870 | -67 dBm | -35 dBm | Pass
 2964 MHz |  996 | -67 dBm | -35 dBm | Pass
 2967 MHz | 1043 | -67 dBm | -35 dBm | Pass
 2970 MHz |  271 | -67 dBm | -35 dBm | fbf_2
 2973 MHz |  584 | -67 dBm | -35 dBm | Pass
 2976 MHz |  202 | -67 dBm | -35 dBm | fbf_1
 2979 MHz |  833 | -67 dBm | -35 dBm | Pass
 2982 MHz |  409 | -67 dBm | -35 dBm | fbf_2
 2985 MHz |  379 | -67 dBm | -35 dBm | fbf_1
 2988 MHz |  367 | -67 dBm | -35 dBm | fbf_1
 2991 MHz |  546 | -67 dBm | -35 dBm | Pass
 2994 MHz | 1001 | -67 dBm | -35 dBm | Pass
 2997 MHz |  582 | -67 dBm | -35 dBm | Pass
 3000 MHz |  938 | -67 dBm | -30 dBm | Pass
 3025 MHz | 1216 | -67 dBm | -30 dBm | Pass
 3050 MHz |  814 | -67 dBm | -30 dBm | Pass
 3075 MHz |  296 | -67 dBm | -30 dBm | fbf_1
 3100 MHz |   52 | -67 dBm | -30 dBm | fbf_2
 3125 MHz |  759 | -67 dBm | -30 dBm | Pass
 3150 MHz |  753 | -67 dBm | -30 dBm | Pass
 3175 MHz |  775 | -67 dBm | -30 dBm | Pass
 3200 MHz |  162 | -67 dBm | -30 dBm | fbf_2
 3225 MHz |  778 | -67 dBm | -30 dBm | Pass
 3250 MHz | 1364 | -67 dBm | -30 dBm | Pass
 3275 MHz | 1457 | -67 dBm | -30 dBm | Pass
 3300 MHz |  339 | -67 dBm | -30 dBm | fbf_1
 3325 MHz | 1305 | -67 dBm | -30 dBm | Pass
 3350 MHz |  844 | -67 dBm | -30 dBm | Pass
 3375 MHz |  915 | -67 dBm | -30 dBm | Pass
 3400 MHz |  889 | -67 dBm | -30 dBm | Pass
 3425 MHz |  973 | -67 dBm | -30 dBm | Pass
 3450 MHz |  803 | -67 dBm | -30 dBm | Pass
 3475 MHz | 1267 | -67 dBm | -30 dBm | Pass
 3500 MHz |   57 | -67 dBm | -30 dBm | fbf_1
 3525 MHz |  865 | -67 dBm | -30 dBm | Pass
 3550 MHz | 1380 | -67 dBm | -30 dBm | Pass
 3575 MHz |  473 | -67 dBm | -30 dBm | Pass
 3600 MHz |  354 | -67 dBm | -30 dBm | fbf_2
 3625 MHz |  917 | -67 dBm | -30 dBm | Pass
 3650 MHz | 1289 | -67 dBm | -30 dBm | Pass
 3675 MHz | 1391 | -67 dBm | -30 dBm | Pass
 3700 MHz | 1166 | -67 dBm | -30 dBm | Pass
 3725 MHz | 1373 | -67 dBm | -30 dBm | Pass
 3750 MHz | 1075 | -67 dBm | -30 dBm | Pass
 3775 MHz |  658 | -67 dBm | -30 dBm | Pass
 3800 MHz |  248 | -67 dBm | -30 dBm | fbf_1
 3825 MHz |  125 | -67 dBm | -30 dBm | fbf_2
 3850 MHz | 1311 | -67 dBm | -30 dBm | Pass
 3875 MHz |  583 | -67 dBm | -30 dBm | Pass
 3900 MHz |  350 | -67 dBm | -30 dBm | fbf_1
 3925 MHz |  204 | -67 dBm | -30 dBm | fbf_2
 3950 MHz |  931 | -67 dBm | -30 dBm | Pass
 3975 MHz | 1205 | -67 dBm | -30 dBm | Pass
 4000 MHz |  286 | -67 dBm | -30 dBm | fbf_2
 4025 MHz | 1158 | -67 dBm | -30 dBm | Pass
 4050 MHz |  222 | -67 dBm | -30 dBm | fbf_1
 4075 MHz |  791 | -67 dBm | -30 dBm | Pass
 4100 MHz |  655 | -67 dBm | -30 dBm | Pass
 4125 MHz |  240 | -67 dBm | -30 dBm | fbf_1
 4150 MHz |  127 | -67 dBm | -30 dBm | fbf_1
 4175 MHz |  129 | -67 dBm | -30 dBm | fbf_1
 4200 MHz |  158 | -67 dBm | -30 dBm | fbf_2
 4225 MHz |  529 | -67 dBm | -30 dBm | Pass
 4250 MHz |  772 | -67 dBm | -30 dBm | Pass
 4275 MHz |  100 | -67 dBm | -30 dBm | fbf_2
 4300 MHz | 1114 | -67 dBm | -30 dBm | Pass
 4325 MHz |  838 | -67 dBm | -30 dBm | Pass
 4350 MHz |  714 | -67 dBm | -30 dBm | Pass
 4375 MHz |  368 | -67 dBm | -30 dBm | fbf_1
 4400 MHz |  557 | -67 dBm | -30 dBm | Pass
 4425 MHz |  536 | -67 dBm | -30 dBm | Pass
 4450 MHz |  846 | -67 dBm | -30 dBm | Pass
 4475 MHz |  200 | -67 dBm | -30 dBm | fbf_2
 4500 MHz |  239 | -67 dBm | -30 dBm | fbf_1
 4525 MHz |  949 | -67 dBm | -30 dBm | Pass
 4550 MHz | 1464 | -67 dBm | -30 dBm | Pass
 4575 MHz |  507 | -67 dBm | -30 dBm | Pass
 4600 MHz |  968 | -67 dBm | -30 dBm | Pass
 4625 MHz | 1106 | -67 dBm | -30 dBm | Pass
 4650 MHz | 1033 | -67 dBm | -30 dBm | Pass
 4675 MHz |  576 | -67 dBm | -30 dBm | Pass
 4700 MHz |  723 | -67 dBm | -30 dBm | Pass
 4725 MHz |  975 | -67 dBm | -30 dBm | Pass
 4750 MHz | 1319 | -67 dBm | -30 dBm | Pass
 4775 MHz | 1097 | -67 dBm | -30 dBm | Pass
 4800 MHz | 1455 | -67 dBm | -30 dBm | Pass
 4825 MHz |    9 | -67 dBm | -30 dBm | fbf_1
 4850 MHz |  122 | -67 dBm | -30 dBm | fbf_1
 4875 MHz |   32 | -67 dBm | -30 dBm | fbf_2
 4900 MHz | 1181 | -67 dBm | -30 dBm | Pass
 4925 MHz |  856 | -67 dBm | -30 dBm | Pass
 4950 MHz | 1409 | -67 dBm | -30 dBm | Pass
 4975 MHz |  730 | -67 dBm | -30 dBm | Pass
 5000 MHz |  924 | -67 dBm | -30 dBm | Pass
 5025 MHz | 1354 | -67 dBm | -30 dBm | Pass
 5050 MHz |  830 | -67 dBm | -30 dBm | Pass
 5075 MHz | 1318 | -67 dBm | -30 dBm | Pass
 5100 MHz | 1369 | -67 dBm | -30 dBm | Pass
 5125 MHz |  206 | -67 dBm | -30 dBm | fbf_2
 5150 MHz |  789 | -67 dBm | -30 dBm | Pass
 5175 MHz | 1292 | -67 dBm | -30 dBm | Pass
 5200 MHz |  642 | -67 dBm | -30 dBm | Pass
 5225 MHz |  508 | -67 dBm | -30 dBm | Pass
 5250 MHz |  440 | -67 dBm | -30 dBm | fbf_1
 5275 MHz |  498 | -67 dBm | -30 dBm | Pass
 5300 MHz | 1328 | -67 dBm | -30 dBm | Pass
 5325 MHz | 1494 | -67 dBm | -30 dBm | Pass
 5350 MHz | 1235 | -67 dBm | -30 dBm | Pass
 5375 MHz |  253 | -67 dBm | -30 dBm | fbf_1
 5400 MHz |   37 | -67 dBm | -30 dBm | fbf_1
 5425 MHz | 1336 | -67 dBm | -30 dBm | Pass
 5450 MHz | 1089 | -67 dBm | -30 dBm | Pass
 5475 MHz |  673 | -67 dBm | -30 dBm | Pass
 5500 MHz |  783 | -67 dBm | -30 dBm | Pass
 5525 MHz |  710 | -67 dBm | -30 dBm | Pass
 5550 MHz |  862 | -67 dBm | -30 dBm | Pass
 5575 MHz |  251 | -67 dBm | -30 dBm | fbf_1
 5600 MHz |  534 | -67 dBm | -30 dBm | Pass
 5625 MHz | 1456 | -67 dBm | -30 dBm | Pass
 5650 MHz | 1458 | -67 dBm | -30 dBm | Pass
 5675 MHz | 1018 | -67 dBm | -30 dBm | Pass
 5700 MHz |  469 | -67 dBm | -30 dBm | Pass
 5725 MHz |  725 | -67 dBm | -30 dBm | Pass
 5750 MHz | 1391 | -67 dBm | -30 dBm | Pass
 5775 MHz | 1222 | -67 dBm | -30 dBm | Pass
 5800 MHz |  235 | -67 dBm | -30 dBm | fbf_1
 5825 MHz |  962 | -67 dBm | -30 dBm | Pass
 5850 MHz |   30 | -67 dBm | -30 dBm | fbf_1
 5875 MHz |  196 | -67 dBm | -30 dBm | fbf_1
 5900 MHz |  133 | -67 dBm | -30 dBm | fbf_1
 5925 MHz |  758 | -67 dBm | -30 dBm | Pass
 5950 MHz |  702 | -67 dBm | -30 dBm | Pass
 5975 MHz | 1193 | -67 dBm | -30 dBm | Pass
 6000 MHz | 1083 | -67 dBm | -30 dBm | Pass
 6025 MHz |   71 | -67 dBm | -30 dBm | fbf_2
 6050 MHz | 1136 | -67 dBm | -30 dBm | Pass
 6075 MHz | 1220 | -67 dBm | -30 dBm | Pass
 6100 MHz |  978 | -67 dBm | -30 dBm | Pass
 6125 MHz |  692 | -67 dBm | -30 dBm | Pass
 6150 MHz |  829 | -67 dBm | -30 dBm | Pass
 6175 MHz |  526 | -67 dBm | -30 dBm | Pass
 6200 MHz |  824 | -67 dBm | -30 dBm | Pass
 6225 MHz |  669 | -67 dBm | -30 dBm | Pass
